Event,EventDate,EventURL,Round,Player1,Player1Avg,Player2,Player2Avg,ScoreRaw,Player1Score,Player2Score,Winner
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Andreas Krockel,,John Part,,2 V 0,2.0,0.0,Andreas Krockel
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Paul Williams,,Bob Taylor,,2 V 1,2.0,1.0,Paul Williams
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Andy Fordham,,Mervyn King,,2 V 0,2.0,0.0,Andy Fordham
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Kevin Painter,,Vijay Kumar,,2 V 0,2.0,0.0,Kevin Painter
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Helge Knapskog,,Dave Askew,,2 V 0,2.0,0.0,Helge Knapskog
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Raymond van Barneveld,,Martin Phillips,,2 V 0,2.0,0.0,Raymond van Barneveld
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Richie Burnett,,Denis Ovens,,2 V 1,2.0,1.0,Richie Burnett
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Andy Jenkins,,Braulio Roncero,,2 V 0,2.0,0.0,Andy Jenkins
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Martin Adams,,Blaine Ogden,,2 V 0,2.0,0.0,Martin Adams
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Mark Salmon,,Nicky Turner,,2 V 1,2.0,1.0,Mark Salmon
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Mike Gregory,,Dennis Harbour,,2 V 1,2.0,1.0,Mike Gregory
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Louis Doherty,,Per Skau,,2 V 0,2.0,0.0,Louis Doherty
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Derek Hampton,,Colin Monk,,2 V 1,2.0,1.0,Derek Hampton
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Roland Scholten,,Stefan Eeckelaert,,2 V 1,2.0,1.0,Roland Scholten
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Steve Beaton,,George Federico,,2 V 0,2.0,0.0,Steve Beaton
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 32,Les Wallace,,Eric Burden,,2 V 0,2.0,0.0,Les Wallace
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 16,Paul Williams,,Andreas Krockel,,2 V 0,2.0,0.0,Paul Williams
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 16,Andy Fordham,,Kevin Painter,,2 V 1,2.0,1.0,Andy Fordham
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 16,Helge Knapskog,,Raymond van Barneveld,,2 V 1,2.0,1.0,Helge Knapskog
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 16,Richie Burnett,,Andy Jenkins,,2 V 1,2.0,1.0,Richie Burnett
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 16,Martin Adams,,Mark Salmon,,2 V 1,2.0,1.0,Martin Adams
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 16,Louis Doherty,,Mike Gregory,,2 V 1,2.0,1.0,Louis Doherty
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 16,Roland Scholten,,Derek Hampton,,2 V 0,2.0,0.0,Roland Scholten
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Last 16,Steve Beaton,,Les Wallace,,2 V 1,2.0,1.0,Steve Beaton
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Quarter Final,Andy Fordham,,Paul Williams,,3 V 1,3.0,1.0,Andy Fordham
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Quarter Final,Richie Burnett,,Helge Knapskog,,3 V 1,3.0,1.0,Richie Burnett
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Quarter Final,Martin Adams,,Louis Doherty,,3 V 0,3.0,0.0,Martin Adams
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Quarter Final,Steve Beaton,,Roland Scholten,,3 V 1,3.0,1.0,Steve Beaton
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Semi Final,Richie Burnett,,Andy Fordham,,3 V 2,3.0,2.0,Richie Burnett
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Semi Final,Steve Beaton,,Martin Adams,,3 V 2,3.0,2.0,Steve Beaton
World Masters,03/12/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=284&tna=World Masters&eda=03/12/1994,Final,Richie Burnett,,Steve Beaton,,3 V 2,3.0,2.0,Richie Burnett
World Youth Masters,18/11/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=1458&tna=World Youth Masters&eda=18/11/1994,,,,,,V,,,
PDC Lada UK Masters,15/11/1994,https://www.dartsdatabase.co.uk/display-event.php?eid=1047&tna=PDC Lada UK Masters&eda=15/11/1994,Last 32,Paul Walker,,Tom Kirby,,4 V 2,4.0,2.0,Paul Walker
