Event,EventDate,EventURL,Round,Player1,Player1Avg,Player2,Player2Avg,ScoreRaw,Player1Score,Player2Score,Winner
Zuiderduin Masters,09/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=920&tna=Zuiderduin Masters&eda=09/12/1996,,,,,,V,,,
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Raymond van Barneveld,,Marshall James,,2 V 0,2.0,0.0,Raymond van Barneveld
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Les Wallace,,Eamon Lilly,,2 V 0,2.0,0.0,Les Wallace
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Colin Monk,,Vijay Kumar,,2 V 1,2.0,1.0,Colin Monk
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Peter Hinkley,,John Walton,,2 V 1,2.0,1.0,Peter Hinkley
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Sean Palfrey,,Nicky Turner,,2 V 0,2.0,0.0,Sean Palfrey
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Paul Williams,,Erik Clarys,,2 V 0,2.0,0.0,Paul Williams
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Roland Scholten,,Ulf Ceder,,2 V 0,2.0,0.0,Roland Scholten
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Billy Edwards,,Bob Taylor,,2 V 0,2.0,0.0,Billy Edwards
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Richie Burnett,,Bobby George,,2 V 0,2.0,0.0,Richie Burnett
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Co Stompe,,Bill Burksfield,,2 V 1,2.0,1.0,Co Stompe
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Stefan Nagy,,Ted Hankey,,2 V 0,2.0,0.0,Stefan Nagy
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Andy Jenkins,,Thor Helmer Johansen,,2 V 0,2.0,0.0,Andy Jenkins
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Andy Fordham,,Graham Skipp,,2 V 0,2.0,0.0,Andy Fordham
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Roger Carter,,Mike Gregory,,2 V 1,2.0,1.0,Roger Carter
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Gaudenz Coray,,John Burke,,2 V 0,2.0,0.0,Gaudenz Coray
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 32,Glenn Toms,,Matt Clark,,2 V 1,2.0,1.0,Glenn Toms
World Masters,03/12/1996,https://www.dartsdatabase.co.uk/display-event.php?eid=282&tna=World Masters&eda=03/12/1996,Last 16,Les Wallace,,Raymond van Barneveld,,2 V 0,2.0,0.0,Les Wallace
