Event,EventDate,EventURL,Round,Player1,Player1Avg,Player2,Player2Avg,ScoreRaw,Player1Score,Player2Score,Winner
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Paul Williams,,Markus Vogel,,2 V 0,2.0,0.0,Paul Williams
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Arild Folgero,,Bobby George,,2 V 1,2.0,1.0,Arild Folgero
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Dave Askew,,Reg Harding,,2 V 1,2.0,1.0,Dave Askew
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Bob Taylor,,Leo Laurens,,2 V 0,2.0,0.0,Bob Taylor
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Shayne Burgess,,Robbie Cannell,,2 V 1,2.0,1.0,Shayne Burgess
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Sean Palfrey,,Bert Vlaardingerbroek,,2 V 0,2.0,0.0,Sean Palfrey
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Eddie Lovely,,Frank Tarr,,2 V 1,2.0,1.0,Eddie Lovely
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Les Wallace,,John Part,,2 V 1,2.0,1.0,Les Wallace
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Ian Carpenter,,Wayne Weening,,2 V 0,2.0,0.0,Ian Carpenter
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Colin Monk,,Paul Hoogenboom,,2 V 1,2.0,1.0,Colin Monk
World Masters,03/12/1993,https://www.dartsdatabase.co.uk/display-event.php?eid=285&tna=World Masters&eda=03/12/1993,Last 32,Colin Whiley,,Markus Schulte,,2 V 1,2.0,1.0,Colin Whiley
