Event,EventDate,EventURL,Round,Player1,Player1Avg,Player2,Player2Avg,ScoreRaw,Player1Score,Player2Score,Winner
Cosham Xmas Open,28/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=2907&tna=Cosham Xmas Open&eda=28/12/2002,Final,Andy Jenkins,,Lionel Sams,,0 V 0,0.0,0.0,draw
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Raymond van Barneveld,,Steve Coote,,7 V 0,7.0,0.0,Raymond van Barneveld
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Tony David,,Shaun Greatbatch,,5 V 2,5.0,2.0,Tony David
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Bob Taylor,,Mervyn King,,4 V 3,4.0,3.0,Bob Taylor
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Martin Adams,,Tony O'Shea,,4 V 3,4.0,3.0,Martin Adams
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Shaun Greatbatch,,Roland Scholten,,4 V 3,4.0,3.0,Shaun Greatbatch
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Colin Monk,,Bob Taylor,,4 V 3,4.0,3.0,Colin Monk
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Martin Adams,,Co Stompe,,5 V 2,5.0,2.0,Martin Adams
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Jarkko Komula,,Steve Coote,,4 V 3,4.0,3.0,Jarkko Komula
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Ted Hankey,,Tony David,,4 V 3,4.0,3.0,Ted Hankey
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Mervyn King,,John Walton,,5 V 2,5.0,2.0,Mervyn King
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Tony O'Shea,,James Wade,,6 V 1,6.0,1.0,Tony O'Shea
Zuiderduin Masters,09/12/2002,https://www.dartsdatabase.co.uk/display-event.php?eid=917&tna=Zuiderduin Masters&eda=09/12/2002,Last 16 Group,Raymond van Barneveld,,Andy Fordham,,5 V 2,5.0,2.0,Raymond van Barneveld
