Event,EventDate,EventURL,Round,Player1,Player1Avg,Player2,Player2Avg,ScoreRaw,Player1Score,Player2Score,Winner
Cosham Xmas Open,28/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=2906&tna=Cosham Xmas Open&eda=28/12/2003,Final,James Wade,,Paul Hogan,,0 V 0,0.0,0.0,draw
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,Ted Hankey,90.45,Tony David,89.64,5 V 3,5.0,3.0,Ted Hankey
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,Mervyn King,94.92,Co Stompe,87.06,5 V 1,5.0,1.0,Mervyn King
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,Stephen Bunting,84.45,Bob Taylor,71.19,5 V 0,5.0,0.0,Stephen Bunting
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,Tony O'Shea,87.51,James Wade,83.73,5 V 1,5.0,1.0,Tony O'Shea
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,Rick Hofstra,75.27,Tony West,74.79,5 V 1,5.0,1.0,Rick Hofstra
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,Martin Adams,88.26,Brian Derbyshire,82.29,5 V 4,5.0,4.0,Martin Adams
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,Andy Fordham,93.54,Jarkko Komula,92.82,5 V 4,5.0,4.0,Andy Fordham
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,Raymond van Barneveld,104.61,Darryl Fitton,103.89,5 V 3,5.0,3.0,Raymond van Barneveld
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,Tony Eccles,91.53,Tony David,95.64,5 V 4,5.0,4.0,Tony Eccles
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,Colin Monk,85.23,Co Stompe,79.56,5 V 4,5.0,4.0,Colin Monk
Zuiderduin Masters,14/12/2003,https://www.dartsdatabase.co.uk/display-event.php?eid=916&tna=Zuiderduin Masters&eda=14/12/2003,Last 24 Group,John Walton,88.11,Bob Taylor,86.70,5 V 3,5.0,3.0,John Walton
