Event,EventDate,EventURL,Round,Player1,Player1Avg,Player2,Player2Avg,ScoreRaw,Player1Score,Player2Score,Winner
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Magnus Caris,,Vesa Virta,,2 V 0,2.0,0.0,Magnus Caris
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Denis Pilibos,,Toe Palmer,,2 V 1,2.0,1.0,Denis Pilibos
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Mitchell Crooks,,Thomas Holcer,,2 V 0,2.0,0.0,Mitchell Crooks
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Scott Wollaston,,Zoltan Denes,,2 V 0,2.0,0.0,Scott Wollaston
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Godfrey Abela,,Marshall James,,0 V 0,0.0,0.0,draw
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Peter Evison,,Rick Fortin,,0 V 0,0.0,0.0,draw
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Stephen Faster,,Paulo Duarte,,2 V 0,2.0,0.0,Stephen Faster
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Paul Watton,,Pengiran Mohamed,,0 V 0,0.0,0.0,draw
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Peter Stockley,,John Michael,,2 V 1,2.0,1.0,Peter Stockley
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Franz Thaler,,Johnny Neale,,2 V 0,2.0,0.0,Franz Thaler
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Gareth Hughes,,Wayne Walsh,,2 V 0,2.0,0.0,Gareth Hughes
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Weis Rol,,Ulrich Meyer-Schluter,,2 V 0,2.0,0.0,Weis Rol
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Eddie le Bailly,,Per Otto Jakobsen,,2 V 0,2.0,0.0,Eddie le Bailly
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Riccardo Pigliapoco,,Les Delderfield,,0 V 0,0.0,0.0,draw
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Richie Burnett,,Gordon Gregory,,2 V 0,2.0,0.0,Richie Burnett
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Chris van den Bergh,,Thor Helmer Johansen,,2 V 0,2.0,0.0,Chris van den Bergh
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Kurt Bradac,,Peter Martin,,0 V 0,0.0,0.0,draw
World Masters,04/12/1999,https://www.dartsdatabase.co.uk/display-event.php?eid=279&tna=World Masters&eda=04/12/1999,Last 192,Jarkko Komula,,Bill Manuel,,0 V 0,0.0,0.0,draw
