Event,EventDate,EventURL,Round,Player1,Player1Avg,Player2,Player2Avg,ScoreRaw,Player1Score,Player2Score,Winner
Grand Slam Of Darts,24/11/2020,https://www.dartsdatabase.co.uk/display-event.php?eid=25077&tna=Grand Slam Of Darts&eda=24/11/2020,,Michael van Gerwen,,Adam Hunt,,5 V 0,5.0,0.0,Michael van Gerwen
Grand Slam Of Darts,24/11/2020,https://www.dartsdatabase.co.uk/display-event.php?eid=25077&tna=Grand Slam Of Darts&eda=24/11/2020,,Gabriel Clemens,,Joe Cullen,,5 V 2,5.0,2.0,Gabriel Clemens
Grand Slam Of Darts,24/11/2020,https://www.dartsdatabase.co.uk/display-event.php?eid=25077&tna=Grand Slam Of Darts&eda=24/11/2020,,Michael van Gerwen,,Joe Cullen,,5 V 3,5.0,3.0,Michael van Gerwen
Grand Slam Of Darts,24/11/2020,https://www.dartsdatabase.co.uk/display-event.php?eid=25077&tna=Grand Slam Of Darts&eda=24/11/2020,,Adam Hunt,,Gabriel Clemens,,5 V 2,5.0,2.0,Adam Hunt
Grand Slam Of Darts,24/11/2020,https://www.dartsdatabase.co.uk/display-event.php?eid=25077&tna=Grand Slam Of Darts&eda=24/11/2020,,Michael van Gerwen,,Gabriel Clemens,,5 V 1,5.0,1.0,Michael van Gerwen
Grand Slam Of Darts,24/11/2020,https://www.dartsdatabase.co.uk/display-event.php?eid=25077&tna=Grand Slam Of Darts&eda=24/11/2020,,Joe Cullen,,Adam Hunt,,5 V 4,5.0,4.0,Joe Cullen
Grand Slam Of Darts,24/11/2020,https://www.dartsdatabase.co.uk/display-event.php?eid=25077&tna=Grand Slam Of Darts&eda=24/11/2020,,Gary Anderson,,Adam Gawlas,,5 V 3,5.0,3.0,Gary Anderson
Grand Slam Of Darts,24/11/2020,https://www.dartsdatabase.co.uk/display-event.php?eid=25077&tna=Grand Slam Of Darts&eda=24/11/2020,,Simon Whitlock,,Ryan Searle,,5 V 3,5.0,3.0,Simon Whitlock
Grand Slam Of Darts,24/11/2020,https://www.dartsdatabase.co.uk/display-event.php?eid=25077&tna=Grand Slam Of Darts&eda=24/11/2020,,Simon Whitlock,,Gary Anderson,,5 V 1,5.0,1.0,Simon Whitlock
Grand Slam Of Darts,24/11/2020,https://www.dartsdatabase.co.uk/display-event.php?eid=25077&tna=Grand Slam Of Darts&eda=24/11/2020,,Ryan Searle,,Adam Gawlas,,5 V 4,5.0,4.0,Ryan Searle
