player,elo
Jason Hill,1488.4279256514144
Lukasz Waclawski,1488.42127166691
Gill Walker,1488.408021712775
Miloslav Navratil,1488.405972322908
Ryan Condat,1488.3917241630731
Graham Keatinge,1488.3912643091483
Duke Cole,1488.387779550427
Kearn Samuels,1488.382532811987
Kevin Jinkensen,1488.3802914663902
Stuart Millar,1488.3768548285993
Jason Daigneault,1488.375032668056
Jose Jonathan Alcantara Lopez,1488.3725029760199
Andy McArdle,1488.3697447221314
Freddy Claessens,1488.3664131683392
Christos Kotzamanis,1488.3530341564458
A. Rodgers,1488.350230423778
Christian Bromberger,1488.344146674374
Niklas Engelbrecht,1488.3423257206007
Chris Howse,1488.3375175571898
Sarah Lehnert,1488.3329514571813
Mike McVey,1488.3298310366988
Linda Searle,1488.3278892440521
Dennis Labee,1488.3276288376603
Janne Uutela,1488.317494228373
Andy Mac,1488.3163241765885
Fran Segura,1488.3130352209432
Darren McMahon,1488.3128823634027
Nik Moore,1488.308906794165
Tim Meyer,1488.305980767104
Ryo Takeda,1488.2989811735808
Sjouke Koelstra,1488.2932165175885
Ken Waters,1488.2928996088815
Leonardo Malva,1488.2903413436745
Terry Mitchell,1488.2901373607149
Dessie Sheridan,1488.2879474005695
Paul Cotton,1488.270948091735
Bogi Hansen Isaksen,1488.2680227317255
Richard Queener,1488.2593191154567
Sonja Mueller,1488.2562126685639
Frankie Dean,1488.2529844535902
Luca Jager,1488.2483791331304
Martin Goodin,1488.247992364843
Kieron Cassidy,1488.2479132586234
Tim Hudson,1488.2426795935062
Vittorio Sangalli,1488.233840527834
Juan Munoz,1488.2328907125504
Damjan Pilinger,1488.2284649312194
Javier Martin Gonzalez,1488.225410093598
Taro Yachi,1488.2222448688885
Timo van Wanrooy,1488.2181031577322
Martin Merikula,1488.216248363392
Gareth Gardner,1488.2155090849355
Derek Williams,1488.2098367085864
Valentin Tagan,1488.208281911425
Christian Sorensen,1488.205635373759
Somphop Sitthikham,1488.2055741623012
Aiden Johnston,1488.2048942882893
Terry O Connor,1488.202442085861
Miroslav Petrov,1488.2013138428765
Rene Windeler,1488.2005794097113
Ian Robinson,1488.1906645634938
Paul Groves,1488.1840215752609
Andrew N McDonald,1488.1767700970058
Joe Walsh,1488.1764557609135
Darryl Curry,1488.1629930797199
Dan Carroll,1488.1484631554986
Kalus Bliss,1488.1442315599786
Darren Burdett,1488.1416928478063
Adi Acott,1488.1226286317915
Jaiden Ward,1488.115029308951
Paul Goldsmith,1488.0970037015827
Ferre Bervoets,1488.0898663939524
L Wentzel,1488.0869428293317
Stuart Slessor,1488.0804191655411
Pauzr Jiri,1488.078458764953
Shaun Miles,1488.077295781558
Eduard Draijer,1488.0751291709137
Andrea Farra,1488.062112532727
Alan Souter,1488.0530943542758
Jaroslavas Svirskas,1488.0458635833986
Chris Paters,1488.039134421677
Anders Pedersen,1488.0373565647772
Marcel Snippe,1488.0364250471912
Kevin Van Der Kolk,1488.0344076906547
Richard Perry,1488.03278668517
Henning Troue,1488.0286996966397
Jock Watt,1488.0281992593768
Ricky Proosten,1488.0247521120796
Corey Tung,1488.0247388821263
Raymond Remmelzwaal,1488.011749033641
Allan Brown,1487.99703783668
Christopher Snyders,1487.9934081770991
James Wright,1487.9878122483838
Kevin Pearson,1487.9834345128104
Phil Henshaw,1487.9819339367275
Steve Brown+Gary Mawson,1487.9804059344294
Graham Baker,1487.9783534442001
Schad Scott,1487.9781384414823
Hester Stoltz,1487.9776061334946
Mike Clarkson,1487.9709972096327
Martijn Wanders,1487.963585724836
Ray Bell,1487.9568816511005
Steve Nicklin,1487.94865426317
Benny Jensen,1487.947365563035
Rob Coldiron,1487.9426362248823
Anthony Cunnane,1487.9421978919368
Charlie Millard,1487.9299241391698
Lee Frost,1487.9268378688646
Nigel Fisher,1487.9241052436794
Vilém Šedivý,1487.9190960673952
Jens P Sjogren,1487.9116135069441
Gert Herms,1487.903480352915
Tom Murphy,1487.895562970518
Mike Begley,1487.8924043120235
Timmy O Brien,1487.8916663924986
Matthew Gilding,1487.8883597556205
Thomas Schmitt,1487.8872248303223
Ton Winters,1487.8857483716597
Rick Nemeth,1487.8824340707931
Jeffrey de Ruiter,1487.8821251892998
Marnix de Beer,1487.880136685355
John Mole,1487.879141799759
Alan Cochrane,1487.8781631184095
Shane Battock,1487.8777110354958
Brigitte Smets,1487.8770651429645
Markus Reither,1487.8747826930257
Richard Langlois,1487.8646291388918
Harley Smith,1487.8558294043698
John Cooper,1487.8551921442897
Jed Hopper,1487.852284594137
Shane Quinn,1487.8450067364856
Donna Buckley,1487.8439816676223
Brad Barrett,1487.8428387542851
David Hobson,1487.8415002355566
Kieran Peek,1487.8353401382572
Eddie Austin,1487.830396551031
Dave Robbins,1487.8267622282312
Dave Giles,1487.8255443456437
Len Bouwman,1487.8245594093157
Mensur Suljovic+Dietmar Burger,1487.8162554805115
Kim Jones,1487.8126480235626
Donatas Matijoska,1487.812587025207
Linda Marshall,1487.8112357147133
Graham Knight,1487.8073168629564
Steve Brooks,1487.8070594280314
Lorynda Cartwright,1487.8047081230366
Simon Tippet,1487.8001742219737
Callum Hinchcliffe,1487.7992478297376
Paul Madden,1487.7855808209367
Cedric Tietjens,1487.781343712613
Maarten-Dirk Woord,1487.7803329846638
Johan Haringa,1487.7791403149406
Ian Stinton,1487.7789708661426
Allard Smit,1487.778478776533
Scott Pirie,1487.77667690537
Martin Jonkers,1487.7735620338146
Andrew Forester,1487.7715922991476
David Milz,1487.7627455227935
Lee Sheward,1487.7627254166919
Costin Gheorghiu,1487.7603388354373
Stefan Schaak,1487.7595483546622
Anto Turner,1487.7582607393206
Christian Knoth,1487.7567969767838
Jim Spinosa,1487.7566802227818
Eric Pastoret,1487.7531704244773
Jonas Maack,1487.7407145884183
Steve Cartwright,1487.7358656071724
Shaun Liddle,1487.7355828537188
Anja Luckx,1487.722342227858
C Mann,1487.7190098649917
James Stoneley,1487.7144009426725
Tibor Kiss,1487.695817758238
Paolo Flora,1487.6875959749284
Brendan McCausland,1487.6870311298107
Jannette Jonathan,1487.6807970311506
Ian Forbes,1487.6802202779777
Wesley Ruis,1487.6760003275892
Quentin McMaster,1487.67420124594
Roy Fleer,1487.6573742192113
Hipirini Te Whakaara,1487.6545888850949
Graham Dando,1487.6524022061224
Shad Newton,1487.6506558709882
Jurgen Lechten,1487.6504093131946
Luca Agnelli,1487.6347552972818
Christoph Wittmis,1487.6340286820555
Kevin Richardson,1487.6333948765653
Dirk van Lohuizen,1487.6264206374112
Danny Blom,1487.6230559563517
Dean Nixon,1487.613384944462
Joe Peake,1487.6100146715305
Stephen Blower,1487.6017018477185
Bradley Coleman,1487.5992637480872
Ed van Yperen,1487.5943779650036
Nathan Butcher,1487.593252695325
Jaime Santos,1487.591624485291
Jeroen Kromeigh,1487.5902510502815
Lourence Ilagan+Gilbert Ulang,1487.5851990377691
David Schuyler,1487.5824233052936
Juan Asquez,1487.5780231666613
Callum Rydz,1487.5727433365653
Luca Pfaff,1487.5649907987147
John Donaghey,1487.564899334561
Melanie Robinson,1487.5637703643608
Paul Neighbour,1487.561627850052
Danny Wilson,1487.5580929611738
David Esih,1487.5532752298898
Christian Hengl,1487.55294883926
Mike Graves,1487.5455500939258
Niclas Grabowski,1487.535631583797
Michael O Sullivan,1487.530956208769
Glen Wallis,1487.529461298426
Callum Mackey,1487.5291598241627
Eric Pedley,1487.5181614267594
Simon Leyrer,1487.5181524146706
Alan McCulloch,1487.5180661052996
Maureen Woodroffe,1487.5157842347476
Jani Hasu,1487.5149402864383
Eusebius Irrasch,1487.513873535765
Atsushi Matsumoto,1487.5113590754913
Moe Whelan,1487.5069378572973
Michael Frydendahl,1487.5043282773256
Carl Green,1487.503380943036
Denise Croft,1487.498845958558
Charles Bain,1487.4947559445425
Linton Hickman,1487.4940846443953
Kurijn Boer,1487.490363662828
Stephen Hayton,1487.4869999415537
Kyle Gregory,1487.4832542228253
Hanspeter Eicher,1487.4823775365962
Craig Sharples,1487.478496815368
Rietta Wajer,1487.4734582140788
Matt Elsey,1487.4617249291975
Niels Arge Sorensen,1487.4596642551423
Jaime Nunes Cortes,1487.456405447629
Brad Thorp,1487.4557745175732
Andy Gillet,1487.4522280051035
Finn Madsen,1487.4499678351006
Colin McInnes,1487.44928439299
Jamie McGougan,1487.4468464687
Jan Dennis,1487.4320698760048
Donny Febuary,1487.429541836288
Kawana Herewini,1487.4225567998847
Snezana Veljovic,1487.4192684628483
Mark Hartley,1487.4136992092676
Rudy van der Veen,1487.4133171901724
Andrew Neil McDonald,1487.4078735719154
Fred Bigelow,1487.4062706358106
Raymond Hoek,1487.3947424425896
Joonas Laine,1487.3700914982621
James Layton,1487.364385349437
Bert Stavast,1487.36423006535
Kylie Townes,1487.3605078207975
Alex Mrosz,1487.347591276734
Javier Pla,1487.3457227695174
Keith Turner,1487.3434373456055
Raymond van den Ender,1487.3433201873463
Alan le Maguer,1487.3416912053628
Dan Rosher,1487.3416488176201
Ron Smith,1487.3388343911643
Rene Wolting,1487.33847108282
Richard Currier,1487.33318118513
Brendynn Donnelly,1487.3325771914656
Reimund Severiens,1487.3168076870397
Rudi Guldimann,1487.3108882405224
Harry Brown,1487.3102754443748
Martin van Thiel,1487.3071483627289
Alfred van der Velden,1487.3069897679495
Patrick Gallagher,1487.304146827529
James Green,1487.3002484415915
Jacob Loch,1487.2915114729499
Sven Slock,1487.2880735090714
Erik van der Roest,1487.2844645499367
Dave Meijer,1487.2838258661743
Mark O Donnell,1487.2697130241709
Dylan Woolsey,1487.2670514532267
Didier Stas,1487.2606399710382
Jeffrey Brands,1487.2510367399514
Timm Klefeker,1487.247548873348
Kevin James,1487.2383929891469
Eddie Hughes,1487.2363764357206
Martin Devers,1487.2330523121582
Pascal Mengers,1487.2258150574373
Andrew Allaker,1487.2214642174658
Misel Gasparut,1487.2206972221766
David Hanel,1487.219716704935
Danni de Mik,1487.2053203916828
Florian Roth,1487.2046951520572
Boa Idevall,1487.2025835414686
David Calland Jnr,1487.192690291953
Robert van der Heijden,1487.1923105168207
Pete Broomfield,1487.1778799764559
Joachim Kossler,1487.1778156651815
Antonio Palma,1487.1766524626344
Arturas Razinskas,1487.1716609644423
Chris Leslie,1487.1710361783823
Albert Perello Ripoll,1487.1663160155933
Martin Harle,1487.160663641245
Steve Glendenning,1487.1591895675465
Dieter Rater,1487.1552389129704
Roy Harris,1487.1524647197189
Richard Oliver,1487.1506266783301
Gunther Peeters,1487.149575565546
Wouter Bos,1487.1372126010126
Per Laursen+Dennis Lindskjold,1487.1303897451269
Christoph Stadler,1487.1289173520663
Jason Manby,1487.1284945365594
Eduard Valentin Demirian,1487.128344554601
Liam Doyle,1487.1276694705946
Johan de Clerck,1487.1272394599625
Leanne Loveridge,1487.1193504817033
Daniel Holzinger,1487.1135336605143
Patrick Hendriks,1487.1121662376493
Robert Young,1487.1097611186512
Rhen Fuentes,1487.1096702311597
Sebastian Rehmann,1487.1072302014609
Markus Reger,1487.0992262935547
Johnny Boulton,1487.0845366077542
Christian Steindl,1487.0798847372962
Vic Harbourn,1487.0759737975097
Sander Elgersma,1487.0757414995094
Jamie Kelly,1487.0670666025258
Dominique Leroy,1487.0640059273107
Lester Heads,1487.0631827943018
Keith Slocombe,1487.0580848012848
Paulo Trindade,1487.0534316552682
Caroline la Touche,1487.051973617839
Gary Bell,1487.0500692762341
Albert Houweling,1487.0483846571428
Faris Halilovic,1487.0384839610529
Mensur Suljovic+Zoran Lerchbacher,1487.0353294061206
Danny Stevenson,1487.0352147945518
Frank Schasfoort,1487.0233459112037
Eric Plumb,1487.0031630724636
Waleri Iliev,1486.9995435618682
Roman Obukhov+Aleksei Kadochnikov,1486.9938273098655
G Jose,1486.9899361201062
Andy Wheeler,1486.9894835331806
Eddie Edwards,1486.9892227854941
Jakim Dickson,1486.9874173337862
Karl H Hansen,1486.984776476012
Kevin Self,1486.9834379744339
Matthias Jacobi,1486.9806903549954
Michael Kehoe,1486.9804767224614
Nelu Manoila,1486.9735876280126
Bill McDowall,1486.9551500301775
Raymond van Nimmen,1486.9519800215912
Dennis van der Horn,1486.9376709562177
Gil Nash,1486.9220485797289
John Michael+Ioannis Selachoglou,1486.9096998117961
Steven Snaeckaert,1486.909487168236
Bruce Robbins,1486.9051795734977
Francois de Villiers,1486.9000201109156
Davidu Valentincicu,1486.8975886114076
Heiko Merkes,1486.8925431835105
Pontus Danielsson,1486.8922685877321
Marco van Dalsen,1486.8865416964536
Wesley Brown,1486.8839965743157
Sharif Elghissassi,1486.8834312434622
Steve Moran,1486.8808948860567
Paul Paullain,1486.8800951670562
Olly Stell,1486.8778798951294
Ray Ide,1486.8742462313426
Oliver Gotze,1486.8732956204258
Kazumi Nakagawa,1486.8728721517298
Jamie Stokes,1486.8653004408472
Paula Smith,1486.8639692388003
Jan Blom,1486.8600121748073
Sandrine Valverde,1486.8590131473752
Jason Huybrechts,1486.8585886410078
Michael Connolly,1486.8573404423792
Joel Hynd,1486.8571129907564
Roy Leenders,1486.851613902077
Michael Dwyer,1486.8479561091458
Martin Coull,1486.84387175835
Dave Forsyth,1486.8318191297374
Tim Kaijser,1486.831610537785
Ian Kelleher,1486.8293406136286
Thomas Lawrence,1486.8280355748539
Stefaan Deprez,1486.819865727366
Jamie Folwer,1486.8170065550144
Tom Waterman,1486.8151653178315
Kiyoung Kim,1486.8075597758996
Neil Baggot,1486.7975593479846
Nolan Arendse,1486.7922244678925
Mark Ashby,1486.778592120459
Benny Sensenschmidt,1486.7755229669185
Rod Hawkins,1486.773814899606
Han Marteense,1486.7702196902505
Kenneth Kenny,1486.768472164192
Marianne K Thomsen,1486.766685660865
Leonard George Wilson,1486.7623034217781
Ivy Wieshlow,1486.7591032087132
Peter Voortmans,1486.7528187565872
Marko Luoto,1486.749881110696
Glenn Morley,1486.7493224771804
Dave Banks,1486.7490490439955
John Newland,1486.745415496406
Nenad Kovacevic,1486.739526006978
Anthony Perry,1486.7390383278134
Mark Bruyland,1486.7268685519923
Cem Kara,1486.7250636554932
Ayumi Okubo,1486.7247324249352
Mark Boswell,1486.7230557915736
Jozsef Ori,1486.7201242668389
Ian Watson,1486.718945009465
Barry Yeomans,1486.714760429762
Christian Godl,1486.7015662899814
Ilona van Emden,1486.7000722953835
Mika Niems,1486.6981864616166
Niklas Andersson,1486.6956218566856
Vanessa Reynies,1486.6935613949993
Damian Chalmers,1486.6898878949492
Mario Cuschmann,1486.6802536226176
Murray Chapman,1486.677118789935
Tony Coomber,1486.6720806048065
Nick Kohey,1486.6699659873882
John Yates,1486.6697353069535
John Swayne,1486.6697225104256
Sean McGimpsey,1486.6657971792324
Terry Lenting,1486.661053154778
Brendan Savage,1486.6569653299734
Susan Colling,1486.6487614395405
Patrick Powell,1486.6464926411263
John Digan,1486.6393986989785
David Buckley,1486.6302059438349
Lee Chapman,1486.629212002715
Stijn Boffel,1486.6140090737722
Stephen Gormley,1486.6086605818039
Martin Rochford,1486.5957379300262
Dereck Kavanagh,1486.5886830088962
Gary Carvell,1486.5876612283987
Chris Connery,1486.5847387265508
Gino Florian,1486.5824348952685
Martin Kalin,1486.5757681199523
Matt Lacy,1486.5687786354383
Taylor Teinaki,1486.567293485364
Mick Bully,1486.5656492972732
Sanne Schelvis,1486.5613602992948
Boris Krcmar+Tonci Restovic,1486.5577550213948
David Thompson,1486.5565092237587
Jamie Hagen,1486.550895384194
Nicola McKenna,1486.5417679316745
Marios Georgiou,1486.5235039160382
John Bothamley,1486.523037274514
Alan Billien,1486.5159982979644
Kayleigh O Neill,1486.509913403685
Kylie Murphy,1486.5094494583286
Paul Gudgeon,1486.5079853063585
Richard McLaughlin,1486.5034797096023
Shaun Turpin,1486.5032714288147
Ali Shafouri,1486.50320570453
Peter Carmichael,1486.5014546394016
Trevor Ellacott,1486.4989210188744
Brian Consigliero,1486.4928124243277
Dejan Kovacevic,1486.4908554531007
Sascha Jabs,1486.4882354776764
Erik-Jan Geelkerken,1486.4878925695455
Zulkifli Pehin Salleh,1486.4873379907167
Roland Csermely,1486.4868894356318
Gary Fenn,1486.48596397575
Ali Tobin,1486.4772590229873
Ahmed Fauzi,1486.4763686420897
Dieter Gaudenz,1486.475540216356
Darryl Willets,1486.4699864953004
Scot Cook,1486.4689273516135
Mickey Stihl,1486.4657818582505
Mike Harris,1486.4581262215102
Milos Ivic,1486.4573260544996
Jim MacDonald,1486.4474737487014
Arjan van Bommel,1486.4465117158738
Martin Azzopardi,1486.4441742780675
Remco Oost,1486.4330862008135
Femke De Vuyst,1486.4236609728446
Mark Colbogen,1486.4190571047038
Andy Martin,1486.41756198915
Tom McGurn,1486.4098743177688
Keith Connor,1486.4051244428042
Robert Baker,1486.4035628232025
Jack Briggs,1486.3896532176511
Carlos Martin Castro,1486.3884200078421
A Varzella,1486.3869576813036
Lewis Cracknell,1486.3865971035389
Ady Newsholme,1486.3850889385174
Troy Kepley,1486.3840138447347
Doug Mead,1486.3806262970427
Tom van Kerkwijk,1486.376651477648
Eniko Harsanyi,1486.3763330782658
Mark Sadler,1486.3746286142468
Graham Skipp,1486.369853816563
Kimberley Corper,1486.3670908420486
Jack Batham,1486.3660384861605
Keiji Sato,1486.352308784967
Frankie Breen,1486.3473893471794
Mette Engen-Hansen,1486.338890361178
Tim-Oliver Jahr,1486.3360216791361
Michel Michiels,1486.3345573415975
Mursel Yavaz,1486.3331810866
Jari Ekonen,1486.3310041601248
Roy Cashin,1486.3285513853566
Javier Romero-Marin,1486.326239029053
Robert Herd,1486.3257598052264
Mandiau Remo,1486.3222338854578
Satoaki Taguchi,1486.3205655412953
Chrystian Le Borgne,1486.3087828526523
Mujo Mahmutagic,1486.3072499195082
Kirsty Burns,1486.3033668096396
Stepham Mallams,1486.3024936104844
Volker Veit,1486.2972906758423
Artur Siekierski,1486.2937530711122
Igor Laborie,1486.2929556257425
Steve Watten,1486.2914814751466
Dean Sanders,1486.2875374713306
Nick den Heijer,1486.283313436484
Luis Berberan,1486.2816802058987
Manuel Langer,1486.2806428418355
Heinfried Hepe,1486.2776653444246
Dennis Roothans,1486.2755806608686
Gudmunder Fridbjornsson,1486.2585915380512
Bob Pinder,1486.2393527998977
Christopher Murray,1486.2393074185559
Erich Mosinger,1486.2318558555323
Nicholas Harris,1486.2155342007807
David Howells,1486.2036812955284
Yves Chamberland,1486.1969729755483
George Peicea,1486.1809490094327
Jon MacDougall,1486.1773867465163
Tia Sterio,1486.1697747945427
John Bork,1486.1673098579884
Rob Scholing,1486.1604612951253
Norm Gates,1486.1574801592758
Daniel Dooston,1486.1563879734151
Bob Alexander,1486.1485357870085
Christian Meyer,1486.1433308074413
Joanne Plachutin,1486.1327872035745
P Richardson,1486.1273248245677
Stephen Harron,1486.1246182386058
Gerald Gillcrist,1486.1245478738213
Nick Smith,1486.122841668324
Chris Watts,1486.1115881530072
Arjan de Boer,1486.1115714122145
Steven Middleton,1486.1035329070633
Mikka Maunu,1486.1013291662698
Rene Hogrebe,1486.0968182339016
Harold van Melsen,1486.0926022346152
Dennis Syre Jnr,1486.0883306435353
Roy Kempkens,1486.0877938337353
Jari Nieminen,1486.0859005328396
Alan Loveridge,1486.078101527264
Yves Janssens,1486.073102013183
Geoff Hubbard,1486.0708757547236
Christophe Gayral,1486.0673695118712
Noriyuki Negishi,1486.066364246017
Robbie Bisgrove,1486.0648519649756
Martin Brindzko,1486.0636619952827
Marion Stuttchen,1486.0628903514753
Mario Smullenberghs,1486.0534867242593
Jean-Marc Luetolf,1486.0513022117705
Adel Urgyan,1486.0462402461446
Mick Franklin,1486.0448377801465
Scott Parkin,1486.0390546207818
Barrie Lynn,1486.0373855863018
Greece,1486.0293572814012
Kane Jacklin,1486.027631408238
Stewart Eyre,1486.0181540633998
Daniel Hugosson,1486.0170783437106
Hank Ebanks,1486.0112882869275
Pierre de Michelis,1486.0097986659903
Carlos Vrije,1486.0089094336993
Strahinja Sarkocevic,1486.007688229978
Barry Adlam,1485.996159275221
Jorda Lister,1485.9930406009687
Francis Julian,1485.9879470719309
Jamie Curran,1485.9870257704408
Alfred Schaf,1485.9851744865489
Aaron Hardy,1485.985043958177
Donald Monnaie,1485.981768142612
Karl Corcoran,1485.9797295830433
Elisa Brunetti,1485.9782866875933
Michael Ridge,1485.9773457284107
Rene Bekhuis,1485.9736237307818
Robin Hanke,1485.9724345871305
Rae-yeol Jeong,1485.9724097095705
Kobus Vriezen,1485.9681540130605
Nikita Domburg,1485.9673534384142
Jonas Eiermann,1485.945774409163
Alan Veale,1485.9456297142876
Mick Kenny,1485.9358795263015
Melvin Kent Pelona,1485.9282132939236
Nick Mees,1485.927257545173
Christoffer Schrauwen,1485.9259979202573
Tam Pennie,1485.9243304365589
Juliet Findley,1485.9064867501315
Mark Somers,1485.8978467504696
Michael Kinzelbach,1485.8890508360987
Ian Brandon,1485.8845736287733
Dylan van Lierop,1485.8831233985313
Renaud Lescure,1485.874604352429
Danny Pearce,1485.8740013373315
Kelly Ellis,1485.8699763985885
Thomas Frogel,1485.8667796225025
David Copely,1485.8660553792133
Roger Stromvall,1485.84935177123
Calum MacKay,1485.8480301902048
Alain Bouckaert,1485.8444990663336
Maikel van der Kerkhof,1485.843679012178
Joe Belm,1485.8400482209506
Loek Oostendorp,1485.8319804204032
Neil McCreadie,1485.8277091189852
Antonio Zom,1485.8263746001091
Andrew McDougal,1485.820910700701
Michael Oskarsson,1485.818418709091
Simon Priessmeyer,1485.8175950218022
Peter Schoovaerts,1485.8149619274448
Tom Luksch,1485.8076863896258
Remko Landman,1485.8041693324417
Johan Wijnants,1485.8029774663137
Leanne Jennings,1485.799162918204
Maurice Whelan,1485.7962084682188
Troy Jackson,1485.7950154921311
Mike Cole,1485.7931686459156
Sergei Suvchik,1485.7924892374765
Graeme Patterson,1485.790865543239
Sharon Roosen,1485.790841787604
Jim Watkins,1485.7894106804683
P Price,1485.7870996287131
Andrew Davenport,1485.7826573006287
Greg von Lienen,1485.780718728876
Carsten Becker,1485.7796290738702
Marvin van Eenennaam,1485.7700203182535
Tiarna Smith,1485.7679731402643
Jan-Niklas Tuschinski,1485.7650657504068
Fabian de Lange,1485.757237105353
Julian Dijkstra,1485.7499793427814
Nigel Kerr,1485.742160233931
Darren Sandford,1485.7368912407183
Daniel Weber,1485.7343136565344
Avtar Singh,1485.7308000612516
Peter Dodd,1485.7304565107831
Mike Batelaan,1485.7266818787116
Alan Warriner-Little,1485.718819706988
Stathis Pantelidis,1485.702352927977
Arnar Oddsson,1485.698885192325
Wybren Tuinstra,1485.6976136509747
Volker Pfeiffer,1485.6938234184788
Suzan Konings,1485.6931791917614
Patrick Esper,1485.6849953086858
Scott Pressey,1485.6815327536965
Andre Kennel,1485.6808270589795
Evgeniy Pozdeev,1485.6801837749936
Jonas Frederiksson,1485.6782997623743
Rune Andersson,1485.672877285259
Aki Paavilainen,1485.6725329204585
Klaus Baumert,1485.6704973010817
Francesco Raschini,1485.668323410716
Dolf Reker,1485.6438619077967
Harald Kolb,1485.6409950359605
Dyson Parody+Manuel Vilerio,1485.6326847800176
Martin Sevcov,1485.6314487408922
Gurminder Singh Kainthal,1485.622537510046
Pascal de Haan,1485.6152888068868
Mike Horton,1485.612346840086
Jesus Garcia Heredia,1485.612071995341
Colin Appleton,1485.6071740412326
Oliver Stroud,1485.6066354999462
Ronny Detroye,1485.6064634802228
Mark Smith,1485.6038624827181
Ian Gibb,1485.6033430123368
Lea Bokdalen,1485.5945387135976
Peter Young,1485.5863453578138
Freddy de Geus,1485.5826696489116
Julia Georgopoulou,1485.5798498583656
Roy Peacock,1485.5745026179932
John Kiernan,1485.5716731317937
Jari Sainio,1485.5663964025784
Frieder Pohlers,1485.5595248971704
Martin Edwards,1485.5548483336017
Bennie Gerrits,1485.5542790366449
Mick Ramsey,1485.5463044413866
Michael McCreadie,1485.540787296645
Simon Hodges,1485.5368808080061
Roy Asquez,1485.527196725108
Jonas Thoene,1485.5271582789387
Ryan Morey,1485.5230322854327
Gary Hooper,1485.520393553426
Josh Ward,1485.5188215621608
Shawn Clohecy,1485.5107387480969
Alex Lister,1485.5043336406993
J Dowie,1485.4976850336488
Dave Fralic,1485.4958004337584
Danni Platt,1485.4941848785443
Paul Austin,1485.485279936325
Alan Chaffey,1485.4782977081727
Kevin Young,1485.4763790247325
Tsz on on Yu,1485.4727932352873
Barry Watson,1485.4722019259004
Marene Czepeli,1485.4716885928854
Trevor Nunn,1485.469014403185
George Grant,1485.4652354858003
Randy Elegeert,1485.464621605541
Dale Burton Pye,1485.4638251477882
Bruce Cottrell,1485.4637821067415
Jonathan Daniels,1485.4534724485304
Ron Glavish,1485.453200430654
Patricia Roodbergen,1485.4508320310701
Darren Lynch,1485.4465542633402
David Kiltie,1485.4442358950823
Ian Tate,1485.442270641275
Luke Moore,1485.442260280195
Paul Consalvo,1485.4310843097207
Gilbert Delestree,1485.4256209768048
Sandra Rule,1485.4246528171434
Matt Meadowcroft,1485.4238125001611
Dave Nogar,1485.4201415678297
Kristaps Deksnis,1485.4200362660133
Gertjan Resoord,1485.4192959736017
B Willis,1485.411996141733
Warren Ackary,1485.4083201790247
Odbileg Khayankhyarvaa,1485.401500997121
Dean Winstanley,1485.3923042061538
Nicholas Mathias,1485.3918594944628
Stephen Robertson,1485.3899764533155
David Jamieson,1485.3869600654602
Patrick Nielsen,1485.3743284856305
John Finnegan,1485.373892813687
Fatih Usta,1485.3677996820936
Stiofian O Dalaigh,1485.36572911044
Dave Dempsey,1485.3623725432421
Robert McKenzie,1485.355796723744
Willie Gemmell,1485.3488683576406
Wiggy Solomon,1485.3447229352428
Kayleigh Johnson,1485.344164310951
James Derry,1485.3425711655468
Issac Julian,1485.336128131509
Kevin Marsh,1485.3308774168672
Dhayaprakash Julal,1485.3224423961694
George Kelley,1485.3200166481827
Ray Lane,1485.3181252628476
Dany Pilon,1485.3088384361008
Wayne Hammond,1485.3080420374283
Hyun-Jun Son,1485.3078760672518
Kai Blohm,1485.2958457649827
Janet Fox,1485.2950882242358
Dirk Neyens,1485.2936316722164
Mitchell McCarthy,1485.2869263614264
Petra Luyten,1485.2812532948114
Jurgen Ilsen,1485.2764191676868
Andy Heller,1485.2757416286101
Christopher Rose,1485.261701146014
Kacey Jones,1485.2589422065898
Jorg Aufmhoff,1485.2520254011395
Juan Manuel Boutureira,1485.2452219762622
Juan Carlos Garcia Diego,1485.2446194282923
Jose Luis Varjla Lopez,1485.2415503272803
Nigel Pinchen,1485.2378688274503
Duncan Wyper,1485.2367364154948
Wilhelm Zvunka,1485.2365510336851
Jonny Ansell,1485.2361962444256
Jorg Neumann,1485.2361249231262
Ton Janssen,1485.2359414520288
Vince Noseworthy,1485.233125304535
Karsten Becker,1485.2275372268884
Peter Herewini,1485.2250422254676
Andy Baugh,1485.2216417747698
Tom McWhirr,1485.2198676678106
Sam van Velzen,1485.2166111134186
Tibor Polgar,1485.2031902452031
Keiran Wilkinson,1485.193762695983
Alireza Izadi,1485.192280613665
Markus Tillmann,1485.1922425622001
Jens Steen,1485.1855339348874
John Almeida,1485.1843312471117
James Scougall,1485.1766534846925
Utku Karaca,1485.1753942801938
Mark Dorotich,1485.1701448020942
David Pittard,1485.156012496365
Richard Spicer,1485.1500414060158
Dave Roberts,1485.1489964950483
Mason Doble,1485.1443685753406
Poitr Lega,1485.143676964389
Zeke Lewis,1485.143002282211
Cian McCormack,1485.1407590384897
Alexander Faddel,1485.1332944412225
Mark Mulkey,1485.1321920810176
Roy van Bilderbeek,1485.1299963686624
David Maitland,1485.1278026562811
Jucinta Dann,1485.126202491711
Palle Madsen,1485.11276320486
R Stuart,1485.1103677339431
Carlos Taindade,1485.1082678970565
Markus Burger,1485.1059056564313
Andy Cheung,1485.1049203616028
Glenn Fitzpatrick,1485.0950720970418
