player,elo
Gokhan Ulusoy,1507.4001600596484
Shaun Warwick,1507.380464300773
Tonni Sorensen,1507.3795287365567
Harrison Firmager,1507.3773832870231
Puehu Teinaki,1507.3519515459984
Pal Szekely,1507.3233021095302
Paul Crawford,1507.3135849669106
Damjan Hajdarevic,1507.3121077310866
Femke Herms,1507.3041336260476
Dean Biskupic,1507.2959781385568
Billy Allan,1507.284877902477
Lucas Bates,1507.2812802024578
Sven Buechner,1507.2753068416548
Chris Pauwels,1507.2729781746423
Danny van Hees,1507.2610050825892
Michael Owens,1507.249583377763
Senne Aerts,1507.2444645278636
Andres Paal,1507.228249998436
John Milligan,1507.2147592714186
Aaron Williams,1507.180640460373
Marlou Saraba,1507.170893500595
Daniel de Lange,1507.1404292177879
Ilkka Kovanen,1507.12680538634
Steve Wilson,1507.120023647522
Kerry Allen,1507.1198180464364
Jeff Eldridge,1507.1187389348122
Matt Robson,1507.11392104585
Steve Coltman,1507.110451204266
Dave van Leeuwen,1507.1100543558848
Tiayana McLeod,1507.1064620049171
Stefan Lammer,1507.0958394437682
Billy Caluwaerts,1507.094887658151
Arjan Cath,1507.070630525784
Rene Handschin,1507.0685488694332
Tobias Mueller,1507.0670880615544
Jack Shire,1507.0668391840513
Dean Lampshire,1507.055032697854
Ashley Presley,1507.053599792775
Ben Amodei,1507.0511228079592
Dave Batterton,1507.0381432899758
Glen Rosberg,1507.0353541042102
Hasim Efe,1507.0342762098887
Derek Hunt,1507.0339213491538
Benjamin Drue Reus,1507.0295778173954
Jason McCann,1507.0175543344708
Megan Lucas,1506.9896660807904
Rob Wade,1506.9866249286804
Derek Jackson,1506.9823223541146
Ricardas Balciunas,1506.9817340782208
Aaron de Vink,1506.9507332615906
Joshua Wise,1506.9460081897769
Aaron Holdstock,1506.9443843392894
John Bushman,1506.9282783911726
Kevin Whyte,1506.9167384433601
Velkko Korpi,1506.91124294156
Ron Looker,1506.8699424981917
Michael Byrne,1506.8600736856658
Patricia Farrell,1506.8476760223555
Chris Pearce,1506.8432675681547
Keshminder Singh,1506.8403917120595
James Flynn,1506.8171268347642
Gary Mace,1506.816004601745
Tracey Davies,1506.8070094625843
George Daniels,1506.806189273399
Freddy de Haan,1506.8028071907374
Royden Lam+Scott MacKenzie,1506.7957236434213
John Rice,1506.7472186111174
Graham Platt,1506.7469870116377
Sean Marshall,1506.7298250101605
Garry Hunter,1506.7272376637382
Marcus Ngare,1506.7141457679602
Scott Goodwin,1506.7096318599472
Jessika Petersson,1506.6933959683051
Daniel Foley,1506.693148138994
Jean-Pierre De Jonghe,1506.6930496738862
Bradley Aldous,1506.6748303620986
Ronnie Lund,1506.657038994515
Latressa Skrzyniak,1506.6564564316723
Gary Steven,1506.653428556278
Valur Sigurdsson,1506.6460041802322
Kevin Taylor,1506.6324150962218
Matt Mahoney,1506.6305680153234
Matt Howard,1506.6067638492543
Gerald Murphy,1506.600300612763
Robert Metaxotos,1506.587870869469
Fernando Bas,1506.5729426679436
Tony Howard,1506.570976453885
Robert Tejchman,1506.5682280924877
Ryan Jones,1506.5677040452322
Scott Lovett,1506.564856513454
Gary Hewit,1506.5593607620997
Darran Bree,1506.5547059656628
Michael Nyland,1506.554628186092
Terry Young,1506.5417711911884
Reiner Wilms,1506.5276312561875
Steve Claxton,1506.5276136926532
Carly Chenery,1506.509926277604
Gary Thorne,1506.4964042534664
Archie Walker,1506.4820369054983
Geoff Miller,1506.4753780778233
Rob Berlee,1506.4607466115172
Jessica Matheson,1506.4560178486581
James Clancy,1506.4489418403969
Tomasz Mikolajczyk,1506.4415858916532
Ben Cowan,1506.4390690617554
Maxim Belov,1506.4315429075225
Norul Zulhilmi Mustapa,1506.3977875371936
David Fairbrass,1506.3924950014484
Michael MacLean,1506.3724996994988
Adrian Welsh,1506.3554162484318
Anto Lynch,1506.3194117627534
Ben North,1506.3146058105874
Ilkka Jaakonsaari,1506.3120257921914
Garnet Moree,1506.3102926091608
Susanna Young,1506.3031110964378
Kieran Burke,1506.2993859568035
Olive McIntyre,1506.294007460181
Roger Furoy,1506.2781225413185
Edwin Torbjörnsson,1506.276956943091
Paul Bettney,1506.2647795301352
Colin Hargrave,1506.246664189066
Tony Calcagni,1506.2437713133952
Eddy Almaguer,1506.2434990025567
Daniel Nicholls,1506.2252332438118
Mick Smith,1506.2241129353279
Jeffrey Stigter,1506.197374010323
Podge Balfe,1506.1940958125128
Syo Katsumi,1506.1773830485802
Claire Stainsby,1506.17569163835
Cyril Larson,1506.1725827143725
William Fouhy,1506.1659735443372
Louis Mouzourides,1506.1596383685921
Chris Locke,1506.1550544112688
Robin Curry,1506.1517041578634
Darren Gray,1506.141594945505
Scott Krause,1506.1347735289712
Paul Ellis,1506.1337484927583
Liu Peng,1506.1108646432335
Dave Harris,1506.108129456779
Colin Hepplewhite,1506.1080063441536
Robert Hansen,1506.0902708007525
Milan Stankovic,1506.0854312743854
Luke Bowden,1506.0661004486983
Frank Schneider,1506.0572967377393
Ines Dietz,1506.0209983667437
Les Raynsford,1506.0102352417448
Steve Hamill,1506.001135018418
Ian Hoeve,1505.998411656382
Mick Pearce,1505.9720956319663
Kurtulus Ahmet,1505.9679481018345
Youssef Gouma,1505.9667264876389
Richard Komene,1505.9517556626174
Wayne Egan,1505.9507573494634
Stephen Tagliaferro,1505.9244785752107
Levi Windels,1505.9126013498537
Celestino Munoz,1505.8914618090712
Aled Davies,1505.8898009677746
Craig Reeves,1505.8866900796636
Rick Jones,1505.8787080547659
Ross O Brien,1505.8641155137896
Ramon Leferink,1505.833764452484
Jac Allers,1505.8312141561157
Alfonso Santano,1505.8309611967525
Kev Woodward,1505.8304455229863
Deng Yin,1505.783065050237
Sean Lysaght,1505.7800595947995
Danny Stalmann,1505.7696490886815
Dennis Piepers,1505.7690134370241
Cian Buckley,1505.7511266746997
Raimondas Bajoravicius,1505.7474129128645
Wayne Atkins,1505.7223256348152
Anita Chausson,1505.715657398786
Steve Werrett,1505.7043624092844
Steve Cross,1505.671884868905
Jenny Jones,1505.6680136355099
Gilbert Castin,1505.6667660630048
Jason Kavanagh,1505.6361131090391
Martin Jongejan,1505.6349526032486
Tomasz Kozlowski,1505.6252644490369
Grant Sampson,1505.6250712229198
Jamie Boreland,1505.6235560927907
Paul Bann,1505.617719664728
Michael Ladefoged,1505.6117742679965
Andy Rust,1505.5580950273682
Kamil Janowicz,1505.5560683613967
Marco Tak,1505.5424060047856
Marco Gebauer,1505.5363143650634
Chris Bent,1505.5258251838827
Andrew Rose,1505.5222874842955
Takehiro Suzuki,1505.4821056771245
Kurt Tyson,1505.4384533955283
Mark Burns,1505.4361361656627
Dave Parker,1505.4246315267603
Duncan Hogan,1505.4210899800623
Connley Litton,1505.4023593112827
Derek Stephen,1505.400747076415
Ferenc Fabian,1505.3936352185963
Declan Corcoran,1505.383000363968
Bengt-Arne Andersson,1505.3525563524597
Rebecca Barrow,1505.3505124399242
Andre Hoy,1505.3426461885258
Victor Dewilde,1505.3421021438019
Maksim Kolobkov,1505.3285621648915
Paul Egginton,1505.3260764130644
Mika Hongisto,1505.315584600469
Billy Longshaw,1505.2871057571917
Dave Donachie,1505.2393426157641
Jim Frost,1505.2373056986655
Mark Catalano,1505.2299843990272
Paul Godbeer,1505.1915000390686
Stefan Agren,1505.1887560692253
Peter Hamilton,1505.1849254611589
Kazimierz Pawlowski,1505.1698100853228
Paul Clark,1505.1594050893743
Robert Williams,1505.1532493743732
Graeme Hoggarth,1505.1509535918137
Tobias Reisner,1505.1449783071878
Detlef Barchanovitz,1505.091954826347
Pascal Declercq,1505.0809142065398
Roos van der Velde,1505.042238749834
Vidar Nilsen,1505.0381105784202
Kesava Rao,1505.032248113395
Vincent Mullineaux,1505.028985487395
Michael Capewell,1505.0240388735454
Oscar Nunez Soto,1505.00175085119
Kendo Tsukuda,1504.9950956156679
Martin Koverhult,1504.9804761725845
Tracey James,1504.9418528865765
Robert Kelly,1504.9123440729622
Chris Shepherd,1504.9077771488635
Darren Kirk,1504.9008587040344
Ersan Alan,1504.8953810836908
S Campbell,1504.8912222864872
Sonny Harris,1504.8865247834244
Mitchell McDonald,1504.8714812661995
Jean Paul van Acker,1504.8638648152375
Andreas Riegler,1504.8519262708794
Radovan Filip,1504.8337529846017
Stephen Bowers,1504.7945676661107
George Lane,1504.7926963436091
Sean Johnson,1504.7559938432596
Darren Irving,1504.7457561098386
Robbie Hare,1504.738879693203
Dave Paterak,1504.7049357420922
Patrick Sterckx,1504.6955489469199
Peter Vernis,1504.6944037709306
Gordon Morison,1504.6894938373825
Liam Parish,1504.6753537005604
Rowald Willems,1504.671712007686
Marcel Rinkwitz,1504.6389564396559
Jonathan Platt,1504.5962792029763
David O Brien,1504.5821966545132
Ted Cowman,1504.5807919005167
Linda Ithurralde,1504.5709067527607
Mirko Wunder,1504.5378152136907
Zoran Keser,1504.5219704882536
Chris Savvery,1504.5096200433477
Alfie Lloyd,1504.50895407817
Sonny Turner,1504.4989809233073
Michelle Bowkett,1504.4773383058757
Jeroen Geerdink,1504.4590546744041
Lenka Mikesova,1504.453047921137
Ankhbayar Bayarjavkhlan,1504.4500831265827
Bas Stegers,1504.4302610258012
Fabian Tapner,1504.3982732478376
Steve Vine,1504.3941209753689
Andrea Taylor,1504.3905547959168
Alan Warriner+Kevin Spiolek,1504.3803087299025
Davie Stein,1504.3751987980684
Craig Atze,1504.3637816082087
Hans van Lommel,1504.3595110917886
Mike Lapierre,1504.352114925655
Ger Kelly,1504.336517775678
Tammi Kelley,1504.3264383841438
William Kirkwood,1504.3220111935218
Muhittin Gurbiz,1504.3137376442126
Dave McKay,1504.3087566968773
James Higgins,1504.2968063111132
HK Lau,1504.2912721807293
Christian Haggmark,1504.272645121184
Jerry Weyman,1504.2695316236916
Charlie Collins,1504.2574798392948
Jim Gordon,1504.248580929606
Ian Cochrane,1504.2372620307983
David Haberberger,1504.235316351237
Bjorn Berg,1504.2042774828403
Trevor Keen,1504.2010898643844
Lewis McMahon,1504.1954762576895
Matt Smith,1504.1426078347527
Patrick Luedtke,1504.141534113301
Nick Kanefake,1504.1377899648935
Pascal de Clercq,1504.1044671272957
Taichi Tabuchi,1504.0889866354755
Chris Jenkins,1504.081232054953
Anna-Lena Kutej,1504.020607555309
Robert Melanson,1503.9922560902498
Daniel Varney,1503.9722239729895
Ugur Barani,1503.9622995239336
Michelle Shepherd,1503.960759985397
Christian Achenbach,1503.9498774234423
Stephen Jones,1503.9276338612976
Sergio Esparcia,1503.9231555204315
Nico van Coillie,1503.9128656594194
Melissa Sinnott,1503.907193557809
Tayfun Yerukaya,1503.901569390371
Jerry Hendriks,1503.8920202868062
Michelle Merlit,1503.874553098785
Keith O'Neill,1503.8713758631968
Owen Sherriff,1503.8708875632856
Alberto Fernandez,1503.8696997687177
Perry Regan,1503.8441848020395
Gertjan van der Wolf,1503.8299392151832
Gianni Miato,1503.8290293854539
Ryan McDonald,1503.822176442737
Ryan Barker,1503.8186358969058
Kurt Bradac,1503.8181929899256
Volker Dominiczak,1503.811983126884
Doug Holley,1503.8043318041969
Jack van Elferen,1503.800529915502
Arjan Brussaard,1503.7883502260547
Dennis Iedema,1503.785683815558
Henrique Pinto de Sena,1503.7700252373438
Steve A Jones,1503.761187348284
Jamie Peetoom,1503.7610263537742
Peter Green,1503.7575504796805
Manuel Simsch,1503.7545004613883
John van de Weerd,1503.7245943154085
Jack Cullen,1503.7116275096125
Roy Chad,1503.7053951233438
Christian Kruger,1503.686838356744
Christian Loffelmann,1503.681268683776
Romy van der Galien,1503.6773690057125
New Zealand,1503.6572567412104
Hosein Karasgani,1503.6557925315562
William Robbins,1503.6424889998257
Mark Wensink,1503.6272085539497
Lee Shiel,1503.6112831612145
Jamie Tilley,1503.5946513562155
Marika Sarrapik,1503.5924223482846
Jamie Roy,1503.5922460078366
Luca Catallo,1503.5872808077124
Malcolm Smallshaw,1503.556462555387
Jerry O Hara,1503.5508928940087
Chris Stilianides,1503.531491786938
Paul Redfearn,1503.5233566590389
Robert Polaski,1503.522477522553
Benedicto Ybanez,1503.5114000718827
Stuart Johnson,1503.5034653919363
Dionne Glennon,1503.4995062603014
Marco Giacomelli,1503.4822961659704
Pascal Devroey,1503.4747947066774
Joava Christensen,1503.438184392448
Curley Connelly,1503.4370751787005
Casey Matthews,1503.4301373294334
David Matthews,1503.4155678386403
Jim McCutcheon,1503.4069494661635
Tommy Hunter,1503.3827194821072
Robert Ifju,1503.3786187799485
Terry Barrett,1503.3720983555734
Ricardo Rodrigues,1503.369704947355
Deniz Baudis,1503.362428612043
Peter Koopmans,1503.360229682427
Kim Kelly,1503.3483060080819
Sherrie Dodd,1503.340704790364
Sergio Krassen,1503.3333121977605
Bjorn Sjolstad,1503.3215391842866
John Markham,1503.3178693075006
Keith Ferguson,1503.3139553195979
Darryl Greig,1503.3075952883055
Nick Jones,1503.296837810705
Jake Fewell,1503.2931667912817
Eduardo Gonzalez,1503.2902618266332
Adrianus Maria van baast,1503.2862746628307
Marc Burmeister,1503.2823395483304
Eddie Toms,1503.2816585490084
Ronald Eichler,1503.2781527351701
Theo de Jong,1503.2770936842212
John Sethalef,1503.2603214915068
Noel Anderson,1503.2500404483144
Les Gouvea,1503.2481465900166
Marcus Kirchmann,1503.242337874818
Michael Cassar,1503.2280108377017
Paul Rawson,1503.2273099983283
Rob Szabo+Warren Parry,1503.224943028763
Mick Cookman,1503.2169715909538
Tony Littlejohn,1503.200796916455
Peter Wright+Robert Thornton,1503.1895954020592
Poland,1503.1815148864414
Thomas Chaters,1503.131920060425
Stefan Marinissen,1503.1223691420969
David Marienthal,1503.112114502661
Mirco Stute,1503.0972091554784
Gerhard Sorger,1503.0945007737653
Darren Hale,1503.08853921222
Brian Murphy,1503.0787481619998
Sammy Wright,1503.0680359155947
James Adams-Bosch,1503.0196311735563
John Purvis,1503.0040414912723
Frank Hoek,1502.9973411441867
Gregory Panagiotou,1502.993506386595
Lee Topper,1502.9858553556933
Rihards Slisans,1502.9831681177104
Tony Manuel,1502.9826467724208
Darrell Thorpe,1502.9761392474577
John DeGrunchy,1502.9737293001012
Bill Neilson,1502.9701749838234
Leighton James,1502.9570895746574
Oto Zmelik,1502.9218000416815
Gary Hagan,1502.917722322862
Ray Attree,1502.9055939553843
Dwayne Lestrange,1502.887855015819
Alex Jeffrey,1502.8839876360566
Alannah Waters-Evans,1502.8791611323977
Pierre Huisman,1502.8744612088433
Sandy Wolf,1502.8600638602277
Joseph Bridle,1502.858414363297
Robert Thoben,1502.8557197533569
Steve Gillet,1502.8421307725152
Tomas Cristobal,1502.8391183829085
Diogo Portela+Bruno Rangel,1502.8388675688686
Doug Best,1502.8369205408228
Dmitriy Zhukov,1502.821902079684
Kelvin Ducklin,1502.8139101979787
Ivan Terschegget,1502.8137904713903
Laurenz Kelm,1502.8131260556966
Paul Bithell,1502.8098668674756
Bill Anderson,1502.7607804782513
Bryan Stamey,1502.7601819666966
Chris Schriek,1502.755430077302
Bo Larsson,1502.7469211473856
Dylan Routledge,1502.7409280901404
Liz McManus,1502.7237648531197
Roger Brown,1502.7045654258386
Leopold Slanic,1502.7032713128685
Chris Whiting,1502.6839505345565
Jessie Hughes,1502.681690751003
Igor Sestan,1502.6624941778857
Jose Luis Rodriguez,1502.6618489156617
Peter Stewart Jr,1502.637348469229
Neil Lanterman,1502.6096723514663
James Joyce,1502.5957399026372
Nick Conroy,1502.5950287470125
Angel Martin Sanchez,1502.5766493043075
Elias Elia,1502.5593289021979
Nozomu Kinoshita,1502.545435715291
Danny van de Kooy,1502.5447659697206
Jorg Mitterlehner,1502.534706039313
Abe Janties,1502.5312036995313
Steve Wanless,1502.5275569435166
Daz Gilbert,1502.5265557359348
Daisuke Takeyama,1502.5167222571731
Dave Griffin,1502.5158630026144
Sayaka Kameo,1502.5134763949397
Bob Adamson,1502.5097260243313
Yuichiro Ogawa,1502.507686932027
Mike Atkinson,1502.5069998106446
Simon Key,1502.4908445226117
Merijn de Vries,1502.4900148908557
Mandy Anderson,1502.463557210433
Steve Hertzfeld,1502.462315139303
Piyush Chauhan,1502.456709878637
Eugene Prauss,1502.4473955307851
Cassy Scantlen,1502.430050146858
Milan Sztregovai,1502.4253561760697
Marco Schuy,1502.4187598531423
Robert St Onge,1502.4178443208923
N Chedzgoy,1502.4079786833572
James Bain,1502.3943215753948
Reha Ozkarapinar,1502.391992999715
Shane Hori,1502.3895542683567
Dylan Sinclair,1502.3867296646524
Marvin Leis,1502.3843980499905
Ian King,1502.382380625193
Theo van Lanen,1502.3789323303529
Florian Flegel,1502.370960690131
Ekaterina Cherkasova,1502.3559025353045
Jennifer Summerson,1502.3555817456547
Wesley Bunk,1502.3544168355247
Steve McHale,1502.3523983874481
James Hind,1502.3472995904965
Andreas Flamme,1502.3340035835972
Steven Miles,1502.3323826623578
Mike Tannetter,1502.3279009518315
Chris Wharton,1502.324664603
Niels Heinso,1502.3245799172123
Jason Davies,1502.323807754816
Jason Hendricks,1502.3196791685664
Maurizio Contento,1502.299324642317
Les Gibson,1502.2945115450432
Erik Laudin,1502.2938271190355
Jana Leys,1502.2925350546172
Hendrik-Einar Anderle,1502.2924653504917
Phil Taylor+Ray Carver,1502.2924653504917
Engla Rehnlund,1502.2924653504917
Malcolm Clark,1502.2914861378895
Ingo Kleinheinz,1502.2728293998794
Dale Masterman,1502.2680030964027
Chantal Niebeek,1502.2641157025746
Marene Cespeli,1502.2633635091152
Harun Kurtoglu,1502.2381299207048
Nico Vanlerberghe,1502.2340510562676
Darko Skenderovic,1502.2340510562676
Stephane Delancon,1502.2340510562676
Sally Kelly,1502.2340510562676
Craig Smith,1502.2250471020686
Jack McNeilly,1502.214421838964
Albertas Olechnovicius,1502.1918702820371
Leighton Calder,1502.179152250056
John de Ruiter,1502.1776122636672
Andrew Southam,1502.171844724845
Keivo Survonen,1502.168033317216
Lisa Barnes,1502.154983592204
Jim Elsey,1502.1248316958909
Robert Baechler,1502.115355863909
Jason Curnew,1502.1150097639347
Rick Almost,1502.1037537009738
Rob Card,1502.056848467921
Remo Mandiau,1502.0500457822757
Charlie Walker-Woods,1502.0497790771167
Martin Green,1502.0368213053837
Murty Browne,1502.0313028019025
Xavier Cruz,1502.011145600098
Jandirk de Groot,1502.0054369625598
Josh Langridge,1501.985601183232
Nick Crouwel,1501.9791972967669
Glenn Toms,1501.9742525027102
Andrew McConnell,1501.9652454514733
Manos Vichos,1501.9593460344975
Mario Curschmann,1501.9578717173856
Hayden Chalmers,1501.9416951374626
Keiran Bridgwater,1501.9345070586016
Hendrik Riechel,1501.9318182721224
Adam Wise,1501.9302537246347
Chris Cohen,1501.9247524364046
Paolo Zambon,1501.9218544988396
Greg Walsh,1501.912331313619
Yollanda Motta,1501.8975923914722
David Whitt,1501.8953709575462
Chris Simmonds,1501.8948360613988
John Part+John Norman Jnr,1501.8823479934379
Dafydd Williams,1501.8749806444969
Mark Archer,1501.8737021922539
Gary Stevens,1501.8638464758153
Richard Watson,1501.8585632245645
Paul Leale,1501.8451718583196
Thomas Köhnlein,1501.820950372123
Tanguy Borra,1501.8142972576488
Dominik Nebe,1501.8138012789284
Martin Moreland,1501.8102215536617
Ruben Herrera,1501.7945058569906
Brett Birthisel,1501.781806245902
Shane Littler-Atkinson,1501.759183350709
Felix Le Blanc,1501.7556363656315
Andy Robinson,1501.7355861015453
Melroy Klein,1501.6734874739059
Ivan Trujic,1501.6646008740865
Jimmy Starr,1501.6570365931811
Oguzhan Kaya,1501.652545222894
Ian Griffiths,1501.6501610062123
Ron Gordeau,1501.6490508159857
Chris Doughty,1501.6419021437298
Kenneth Worthington,1501.6397823534724
Conrad Watson,1501.639543305925
Wayne Merrick,1501.636427786151
Timothy S Groves,1501.6289188943829
Kris Geelen,1501.623547005564
Keith O Neill,1501.580893888589
Timm Gothier,1501.5741087792278
Jon Stephenson,1501.566233064199
Tadej Bozic,1501.5503113217237
Mark Alexander,1501.5448611990137
Andre Thelen,1501.530492523584
Donna Pinch,1501.5179269174946
Soichi Tanabe,1501.5157301744855
John Murdoch,1501.4869039166433
Scott Moodie,1501.4851715615425
Ricky Caves,1501.477262924415
Zsolt Adam,1501.4537041086264
Thaweesak Phanhinkrong,1501.4464431399058
Saso Vutek,1501.4447850038405
Troels Rusel,1501.4425600165632
Edy Lineham,1501.4345020671828
Lee Horsfall,1501.4330748142834
Ian Wise,1501.4274284951662
Bradley Hatch,1501.3972951769304
Kristiina Korpi,1501.3970981871623
Ian Harrison,1501.37991573826
Craig Dicken,1501.3766980016326
Peter Frewer,1501.3734897512
David Coyne,1501.3698494825333
Malcolm Moses,1501.3634199658002
Crystal Spannenberg,1501.3591533797426
Johan Niemand,1501.343946921125
Jose Francisco Padilla,1501.3416043593204
Mete Sedcalli,1501.3377020322978
Claire Ballantyne,1501.335673612844
Wayne Pike,1501.3194301124522
Joe van Gend,1501.313706603275
Connor Bowler,1501.303861299782
Rikk Arnott,1501.3011899249764
Gareth Chambers,1501.300243241056
Joel Beal,1501.2971969097105
Noel Kelly,1501.2926762806803
Mick Jones,1501.2806228518364
Antonin Davidek,1501.273023426983
Kim Wehrs,1501.269443300668
Dennis de Roo,1501.2554672789763
Wieslaw Majewski,1501.2324005172445
Danny Gengler,1501.2166876154583
Dave Routledge,1501.2138273017813
Raymond van Barneveld+Phil Tufnell,1501.2122065705132
Joseph Rutsky,1501.2044971405728
Steven Freundt,1501.196441405705
Laila Elansary,1501.1868473842744
John Moreton,1501.1860910636003
Mark Cain,1501.18554920097
Jeff Howard,1501.183233640927
Jesper Pijnen,1501.1816259029056
Ilyano Snoeys,1501.1663019462055
Paul Lindley,1501.1555679470316
Ho Chun Leung,1501.1500225556908
Ben Rietveld,1501.1500225556908
Damien Kelly,1501.1500225556908
Trish Grzesik,1501.1500225556908
Terri Bellamy,1501.1500225556908
Xie Wenge,1501.1500225556908
Scott Doman,1501.1500225556908
Kenneth Norton,1501.1500225556908
Wayne Mardle+Michael Le Vell,1501.1500225556908
Leo Mooibroek,1501.1500225556908
Mark Sheen,1501.1500225556908
Adam Brunt,1501.1500225556908
Alan Dokic,1501.1500225556908
Calum Nesbit,1501.1500225556908
Andy Owens,1501.1500225556908
Hirokazu Yoshida,1501.1500225556908
Tyler Rettie,1501.1500225556908
Steven Auld,1501.1500225556908
Ben Baldwin,1501.1500225556908
Jun Contiling,1501.1500225556908
Nathan Osmond,1501.1500225556908
Jin Lie,1501.1500225556908
Tati Zeki,1501.1500225556908
Matjaz Logozar,1501.1500225556908
Axel Schloicka,1501.1500225556908
Rick van der Schuur,1501.1500225556908
Erik Filart,1501.1500225556908
Chad Ernst,1501.1500225556908
Aleksandra Bialecka,1501.1477282321055
Frans Borsten,1501.1449216649137
Arjan Moen,1501.1404060712398
Sveta Mijalkovic,1501.1359922701445
Gergo Petracs,1501.1316493314548
Jolie Brant,1501.1264485859876
Burt van Wie,1501.1263716798665
Tomislav Kuster,1501.1257049142182
Paul McMahon,1501.124696393366
Pedro de los Santos,1501.1181372854805
Dion de Jong,1501.097043317716
Wesley Bour,1501.0919921207183
Aleksandr Stankevic,1501.0695665236178
Nathalie Van Marm,1501.0685946586414
Paul Wells,1501.067085482662
Neilie Brouder,1501.0658909506233
Luben Izov,1501.0639001613802
Lucy Ward-Geddes,1501.0604571759482
Allen Bond,1501.0587338057671
Todd Drew,1501.042101028119
Ricardo Kleijer,1501.0383619323745
Joze Vautar,1501.0344503583879
Rob Thompson,1501.0206033656705
Robert Wagner+Cor Dekker,1501.0153998580406
Soren Gjerlufsen,1501.0037392539466
Vinay Ramnath,1500.993490259988
Andy Smith (Trent),1500.9868834537904
Don Sutherland,1500.9800687916722
Mitsumasa Hoshino,1500.977821457186
Ronny Raatz,1500.9665165821689
Nick Quinton,1500.9488674881788
Marcel Gielens,1500.9451488287757
Martin Dufek,1500.9445758437791
Cosmo van Dijk,1500.9444960997466
Rick Wadlow,1500.9376047793378
Cathy Shaw,1500.9055005473379
Melv Johnston,1500.903833318441
Graeme Campbell,1500.9028791406095
Paul Wijnen,1500.895106159968
Markus Hoffmann,1500.8901157744833
Alan Davie,1500.8899469802075
Kevin Lester,1500.8885736454588
Ricky Williamsson,1500.8829743752615
Mark Scholte,1500.8766536715143
Bob Foster,1500.8724281391535
Kyriakos Mouzourides,1500.872282277357
Rossi Haywood,1500.8696211285949
Alireza Ghafouri,1500.8664153672842
Taylor Kahaki,1500.8502835190507
Mikey Stavrovsky,1500.849517981757
Sharon McKinnon,1500.841600622516
David Mayhew,1500.838179011764
Alan Matthews,1500.8366859005075
Jarkko Komula+Jani Haavisto,1500.8351104897758
Jayson Langcao,1500.8254948915542
Chris Sheen,1500.8250080214725
Frank Davis,1500.8117373808907
Jan Erik Hermansson,1500.807695334285
Oskars Svitins,1500.7866850689118
Ian Sarfas,1500.7661670624566
Dennis Murrell,1500.7644532350027
Rene Haudschien,1500.7562849232202
Stefani Zwitkowitsch,1500.7512740884595
Dale Hughes,1500.7512142034188
Lukas Unger,1500.7500592467277
Richard Jupp,1500.7349162573496
Annette Lord,1500.732022114846
Kim Huybrechts+Kurt van der Rijk,1500.72154561904
Bob Houghton,1500.7186150670975
Graham Hutchinson,1500.7135388760662
Martin Tibbetts,1500.7030855298067
Paul Zwemmer,1500.6995635162277
Albert Deakin,1500.6988612631728
Naoki Shinohara,1500.6821856741549
Erwin Theunis,1500.6806413777358
Sven van Looy,1500.6800385007678
Jakub Milo,1500.6774555853747
Gary Robinson,1500.666890316285
Steve Mason,1500.6592610893586
Chalor Thongjitti,1500.6460617337575
Graham Steel,1500.6417311940452
Steven Plumstead,1500.6340465263559
Hugo Deysel,1500.620905442867
Ryan Deprez,1500.6079929530629
Darius Brokartas,1500.6007517482549
Donald Suiter,1500.5887590938778
Rob Cross+Michael Smith,1500.5869043162747
Janice Hinojales,1500.581138341167
Dale Pinch,1500.5725078587402
Patrick Sinnett,1500.5709149227139
Panagiotis Chrysospathis,1500.565299817995
Mike Baxter,1500.5535306709826
Anita van der Velden,1500.5471481562818
Scott Golding,1500.5413772276177
Richard Zuidwijk,1500.5365788479485
Kei Usami,1500.5227984296357
Jamie Guyfoul,1500.5154289513255
Bas van Oort,1500.4968025153444
Bjorn Lejon,1500.4919473192192
Andy Thomas,1500.488526640121
Nigel Connell,1500.4741672978787
Hanna Márta Rábaközi,1500.4644189212156
Tony Huebner,1500.4324734132897
Bert Davis,1500.4246803623803
Dion Newman,1500.423381382244
Rafael Higuera,1500.4162834448352
Christian Scibetta,1500.4073019606337
Fabienne Romelingh,1500.4057427095763
Peter Corcoran,1500.4042636705267
Truus LEspoir,1500.3995001255978
Manav Babariya,1500.3829281808507
Thorsten Piel,1500.3765975558488
Richard Bour,1500.361332549755
Andrew Hayward,1500.353408946488
Michel van Rooij,1500.3479598509837
Rob Coggins,1500.3411202027032
Craig Strooisma,1500.3411099142254
Michael Mogensen,1500.3291029063364
Nobuaki Sanada,1500.3256321568797
Sureshrej Ragu,1500.3189578289478
Timm-Oke Masuhr,1500.3163961623945
Andreas Kutrowatz,1500.3163427060138
Jeanette Loer,1500.3065851866752
Mick Booth,1500.303685723568
Marco Zandbergen,1500.2895088736163
Rocco Fulcinitti,1500.2800512401723
Paul Bellenger,1500.2766899299502
Aegir Bjornsson,1500.2696026537508
Maciej Petera,1500.2466527212125
Jose A Guiterez,1500.2363188425957
Neville Quinton,1500.2248090046
Jorg Pohl,1500.2211818869166
Taiseer Mustafa,1500.2078636701915
Ian Phillips,1500.200177090503
Celso III Parfan,1500.187822444154
Michael Franklin,1500.18067364921
Yljo Martens,1500.178180308376
Connor Beasley,1500.1685293865376
Daniel Duran,1500.1625240014525
Craig Stoner,1500.1583373083358
John Reid,1500.1558105633997
Lee-Ann Faulkner,1500.1544783326874
