player,rating,games_played,win_prob_vs_avg,elo_equivalent
Paul Hollioke,0.06512504489464528,2,0.5162755092258304,1511.3133790525783
Joseph Heywood,0.06507637320664333,7,0.5162633541869541,1511.3049239143688
Christian Jentschke,0.0649127519838531,12,0.5162224920498841,1511.2764999966967
Aaron Petty,0.06489905308737509,77,0.5162190709301326,1511.2741202546372
Nick Stephenson,0.0648684295641937,11,0.5162114231013102,1511.2688004037836
Bradley Butler,0.06485837874541502,5,0.5162089130376646,1511.26705439773
Dennis Nijmeijer,0.06477859963004061,11,0.5161889891933436,1511.2531953458986
Jason McGann,0.06474653679340592,2,0.5161809818831655,1511.2476254606888
Ivan Neikov,0.0645883424907169,12,0.5161414746255402,1511.2201442955982
Glenn Vonk,0.06434289295875889,2,0.5160801759511872,1511.1775053446722
Timmy Bagley,0.06431342674998111,2,0.5160728170146447,1511.1723865399224
Thobias Johnsson,0.06430715392553053,2,0.516071250428867,1511.1712968387044
Werner Greiter,0.06427115531950817,4,0.5160622600700643,1511.1650432403237
Anandan Tandrian,0.06389440580151899,15,0.5159681693222381,1511.0995951456348
John Hardman,0.06379900049905196,2,0.5159443422870161,1511.0830215470723
Willie Marshall,0.06373857153737258,2,0.5159292503944345,1511.0725239612307
Roy van den Berg,0.06351384418736267,13,0.5158731253788019,1511.0334848220139
Stephan Griese,0.06340653421100395,24,0.5158463248764916,1511.0148431697794
Sam Salt,0.06331651666310256,3,0.5158238430614097,1510.9992055200482
Patrick Wasserfallen,0.06331087735838883,2,0.5158224346471537,1510.9982258724808
Jenelle Legge,0.0632762167761968,2,0.5158137781741166,1510.9922047126465
Carol Williams,0.0632373694189039,2,0.5158040760436097,1510.985456235483
Martin van Samang,0.06313010530764088,2,0.5157772867616367,1510.966822550832
Katie Smith,0.06309401300211462,2,0.51576827266432,1510.9605526751802
Simon Almey,0.06300857439324264,2,0.5157469342266884,1510.9457104686303
Lukas Fabian Schwarzbach,0.06298696114673726,6,0.515741536272574,1510.941955863153
Paul Orchard,0.0629300708924364,2,0.5157273277934539,1510.9320730137463
Thomas Heber,0.0629132230959191,2,0.5157231200104926,1510.9291462517224
Hrvoje Istuk,0.06281815465899969,2,0.5156993763682758,1510.9126311726995
Jim Dorenbos,0.06276031409385179,7,0.5156849304698634,1510.90258323739
Jason Foreman,0.0627475652335709,2,0.5156817463905934,1510.9003685335217
Jamie Whatson,0.06271997787739891,4,0.5156748563327745,1510.8955761188993
Martin Byrne,0.06264909814259945,2,0.5156571537946444,1510.8832630478184
Lukas Tumenas,0.06253333264317099,4,0.5156282407469159,1510.8631525207797
Kevin Killian,0.06242170515159651,2,0.5156003610895257,1510.8437608393322
Ben Fairley,0.062295515919353436,2,0.5155688444302964,1510.8218395244367
Alan Azrd,0.062195009966313226,2,0.5155437422643077,1510.804379852115
Mery Voskamp-Wolsink,0.062076126348188765,2,0.5155140500281674,1510.783727652379
Steve Stacey,0.06196986551976044,6,0.5154875103528007,1510.7652682558073
Nikolai Mikhalin,0.06189224859930728,8,0.5154681247168195,1510.7517848157054
Stefen Mehl,0.0618761104326665,2,0.5154640940354174,1510.7489813290174
Tom O Reilly,0.061857213577626524,4,0.5154593743392384,1510.7456986090697
Hannah Ellis,0.0618265471919036,2,0.5154517150682058,1510.7403713122299
Andy Downie,0.061693439228251414,2,0.5154184697892229,1510.7172480905854
Jan Guldsten Hansen,0.061692909553706564,2,0.5154183374965048,1510.7171560766924
John Sison,0.06165933139659764,4,0.5154099509352582,1510.7113229533545
John Ross,0.06159907467566588,6,0.5153949010500132,1510.7008552887953
Alfie Fisken,0.061598212556386686,10,0.5153946857245153,1510.7007055233369
Sergei Goncarov,0.06150041545368779,2,0.5153702595896413,1510.6837164265175
David Munro,0.06147333452713352,2,0.5153634957529181,1510.6790119877307
Ryan Jones,0.06141314762384095,164,0.5153484632195353,1510.6685564517375
Marcel Cristescu,0.061376913677169215,2,0.5153394132636592,1510.6622619704988
Stuart Foale,0.06118942335688503,9,0.5152925846650689,1510.6296915658947
Kevin Kenny,0.061057434933074806,14,0.5152596183598515,1510.6067628282406
Michael Roundtree,0.06087305175190838,2,0.5152135653698362,1510.574732188986
Billy O'Mahony,0.0606252049580949,2,0.515151660803058,1510.5316767910217
Devon Petersen+Liam O Brien,0.06051191881472136,2,0.5151233652260961,1510.5119969722443
Shane Downes,0.06049017976027819,2,0.5151179354327738,1510.5082205116898
John Henderson (Can),0.06048085243558264,3,0.51511560573305,1510.5066001894313
Jason M Hall,0.06047332231292584,2,0.5151137249226657,1510.5052920731441
Gareth Butler,0.06035997543022695,2,0.5150854140447476,1510.4856017028653
Olaf Tupuschis,0.0603346850003284,60,0.5150790971901993,1510.4812083052054
Lee Watts,0.06026969380251179,12,0.5150628641524871,1510.469918177772
Claus Nielsen,0.06025877075964392,2,0.5150601358696492,1510.4680206508745
Cemal Gingi,0.060240431119106326,9,0.5150555551178212,1510.4648347290004
David Harnick,0.06015271999069755,2,0.5150336471882614,1510.4495977453726
Gary Bravery,0.060144745434780246,4,0.5150316553513771,1510.4482124231204
Sandra Augustsson,0.06004689364841479,10,0.5150072144785317,1510.431213826775
Mike Lewis (Wal),0.060031823936193926,2,0.515003450443573,1510.4285959496306
Jamie Ellis,0.05994569658530409,38,0.5149819379656355,1510.4136340963378
Kaylee de Priester,0.05990387211194473,2,0.5149714912286082,1510.4063684411424
Veikko Holmkvist,0.059696222763880896,7,0.514919625274214,1510.3702960547282
Carole Frison,0.05948591250651429,2,0.5148670943592947,1510.3337614210236
Jordan Mathews,0.059473099918524924,2,0.5148638940436605,1510.3315356465184
John Glover,0.05945844271420972,2,0.5148602329800787,1510.3289894293368
Andy Plotzitzka,0.05943877796390684,2,0.5148553211335661,1510.325573312319
Ang Turnbull,0.05935914805669397,3,0.514835431206018,1510.3117401806
Karl Webster,0.05932046186113294,3,0.5148257681660287,1510.3050197000969
Didier de Vuyst,0.059175114805881786,51,0.5147894632718243,1510.2797703304743
Zaine Skelton,0.05914384092231026,4,0.5147816516378,1510.2743375004493
Jon Pearce,0.05912869822062496,2,0.5147778692701703,1510.271706943736
Thomas Klausmayer,0.05910424077233927,5,0.5147717602470414,1510.2674582498032
Alexander Smyk,0.05887590036975739,2,0.5147147247792586,1510.2277914590686
Ricky Peckham,0.05885539420275259,2,0.5147096026760214,1510.2242291729983
Geoffrey Marreel,0.058852005018797955,2,0.5147087561133165,1510.2236404114426
Ben Michels,0.0588497989772802,12,0.5147082050801907,1510.2232571827794
Billy Grant,0.0587850428972726,2,0.5146920300535553,1510.2120078994926
Henning Rininsland,0.058713794021926946,2,0.5146742331955761,1510.199630702131
Mervin Robinson,0.05856195789024865,4,0.5146363067735742,1510.1732540644741
John-Paul Dowdall,0.058479283480707744,21,0.5146156558568462,1510.158892048531
Stuart McMeechan,0.05846184050931039,2,0.5146112988390084,1510.1558618940405
San Spivey,0.05842760061418997,2,0.5146027461708274,1510.149913815036
Wullie Laird,0.05814788667056341,2,0.5145328770462455,1510.1013225261445
Kevin Joyce,0.057902943141863894,4,0.5144716926797557,1510.0587714769877
Geert de Kock,0.05783951302777798,2,0.5144558484208572,1510.047752537574
Dennis Schulten,0.057824435021003436,2,0.5144520820692172,1510.045133219518
Darren Barton,0.05777367160536084,8,0.5144394018085894,1510.0363147109995
Wayne Bloomfield,0.05774752001398514,2,0.5144328693607898,1510.0317717142686
Adrian Hoyle,0.05774699626622406,2,0.5144327385329492,1510.0316807299635
Dustin Straver,0.057639695929340755,107,0.5144059357583294,1510.0130407522777
Elaine Powell,0.057624798813839834,2,0.5144022145702687,1510.0104528582542
Stephanie Buehrig,0.05758953432822027,9,0.5143934057590839,1510.0043267896497
Michael Hathaidharm,0.05757213834914959,4,0.5143890603671556,1510.0013047985626
Chris Robson,0.05742515735462997,4,0.5143523454726313,1509.9757715846167
James Morrisey,0.057249964511464246,2,0.5143085832398572,1509.9453374705943
Jordan Boyce,0.05716848859788144,203,0.5142882309187622,1509.9311836547236
Dave Read,0.05711574327211229,2,0.5142750553455385,1509.9220208531524
Lesley Geertsma,0.057016904742539676,2,0.5142503658193697,1509.9048508419553
Darren Sutton,0.05700857688251241,45,0.5142482855452789,1509.903404144493
Justin Bradhshaw,0.056925354944817944,1,0.5142274969314053,1509.8889470131674
Raymond van den Ende,0.056878921948126965,22,0.5142158980736169,1509.8808807754708
Johnn Snijers,0.05687590066929225,35,0.5142151433644514,1509.8803559255805
Rene Fabri,0.0568484149361423,2,0.5142082774825321,1509.8755811646852
Oleksii Bushui,0.05674494924514864,4,0.5141824319089636,1509.8576073332192
John Adams,0.05670568160143777,3,0.5141726228909224,1509.8507858448268
Matthew Walker,0.056689038543191336,2,0.5141684654683588,1509.8478946494836
Heike Ernst,0.05666388247538409,14,0.5141621814991328,1509.8435245929095
Jacques Nieuwlaat,0.0566408993382963,3,0.5141564403226601,1509.839532013064
Rob Radsma,0.056621582880565825,25,0.5141516150780191,1509.836176400663
Maureen Kelly,0.056611857596969364,4,0.5141491857044508,1509.8344869458626
Dawn Standley,0.056545337036670223,7,0.5141325688661221,1509.822931140954
Mark Sweetland,0.05652569000132453,2,0.5141276610300157,1509.8195181013396
Mark Wiegman,0.056524428522503146,2,0.5141273459120843,1509.8192989600232
D Cunningham,0.056456258710099204,2,0.514110317048051,1509.8074566506793
Andy Whittaker,0.056444405638441136,2,0.5141073561396003,1509.8053975612336
David Wicks,0.05636846440791711,12,0.5140883859252886,1509.7922052182873
Erwin Renkema,0.05627473427950823,47,0.5140649719660866,1509.775922627265
Neil Quenon,0.056250372815344896,8,0.5140588864172294,1509.771690607482
Simon Miebach,0.056201244459561144,2,0.5140466140301415,1509.7631561379533
Roman Korsunov,0.05618419719534307,9,0.5140423555766181,1509.7601947248406
Rose Marie Bussard,0.05614058995237731,2,0.5140314623580221,1509.7526193708443
Wayne Brill,0.05603992373316753,3,0.5140063155870813,1509.7351318574374
David Bird,0.05586311590064988,6,0.5139621482052981,1509.7044171910295
Jayson Barlow,0.055817095235735824,42,0.5139506520030259,1509.6964225826994
John Morrison,0.055668855754096816,8,0.5139136209065727,1509.670670747149
Ryan Payne,0.05566215195914598,23,0.5139119462554587,1509.669506178687
Roger Stebler,0.05560826733914888,2,0.5138984855193225,1509.6601454614372
Graham Crowe,0.05559063256246943,2,0.5138940802305458,1509.6570819869567
Bert Koster,0.05557106100375546,13,0.5138891911177386,1509.653682058976
Guus Verkamman,0.055468596778231447,21,0.5138635947912885,1509.635882199881
