player,rating,games_played,win_prob_vs_avg,elo_equivalent
Tucker Reid,-0.1,1,0.47502081252106,1482.6282207238698
Rytis Sakys,-0.1,1,0.47502081252106,1482.6282207238698
Paul Kennedy,-0.1,1,0.47502081252106,1482.6282207238698
Dusty Miller,-0.1,1,0.47502081252106,1482.6282207238698
Emilien Brochu,-0.1,1,0.47502081252106,1482.6282207238698
Liam Kipling,-0.1,1,0.47502081252106,1482.6282207238698
Christof Leurs,-0.1,1,0.47502081252106,1482.6282207238698
Michael Petracelli,-0.1,1,0.47502081252106,1482.6282207238698
Matt Davison,-0.1,1,0.47502081252106,1482.6282207238698
Patrick Nyland,-0.1,1,0.47502081252106,1482.6282207238698
Steve Marsh,-0.1,1,0.47502081252106,1482.6282207238698
Serkan Yaliz,-0.1,1,0.47502081252106,1482.6282207238698
Paolo Tiranti,-0.1,1,0.47502081252106,1482.6282207238698
Leslie Twinam,-0.1,1,0.47502081252106,1482.6282207238698
Matt Bennion,-0.1,1,0.47502081252106,1482.6282207238698
Gareth Shufflebottom,-0.1,1,0.47502081252106,1482.6282207238698
John van de Mey,-0.1,1,0.47502081252106,1482.6282207238698
Todd Atkinson,-0.1,1,0.47502081252106,1482.6282207238698
Beaver Potterfield,-0.1,1,0.47502081252106,1482.6282207238698
Jesse Bates,-0.1,1,0.47502081252106,1482.6282207238698
Amy Earle,-0.1,1,0.47502081252106,1482.6282207238698
Carl Edgar,-0.1,1,0.47502081252106,1482.6282207238698
Julie Lambie,-0.1,1,0.47502081252106,1482.6282207238698
Nora Kautzky,-0.1,1,0.47502081252106,1482.6282207238698
Matt Sagen,-0.1,1,0.47502081252106,1482.6282207238698
Chris Masi,-0.1,1,0.47502081252106,1482.6282207238698
Simon Smith,-0.1,1,0.47502081252106,1482.6282207238698
Phil Mann,-0.1,1,0.47502081252106,1482.6282207238698
Gordon Bruce,-0.1,1,0.47502081252106,1482.6282207238698
Mark Zambra,-0.1,1,0.47502081252106,1482.6282207238698
Philip Bautista,-0.1,1,0.47502081252106,1482.6282207238698
Christophe Lemarquis,-0.1,1,0.47502081252106,1482.6282207238698
Christopher Austin-Hill,-0.1,1,0.47502081252106,1482.6282207238698
Darren Wade,-0.1,1,0.47502081252106,1482.6282207238698
Joe Papacoda,-0.1,1,0.47502081252106,1482.6282207238698
Bill King,-0.1,1,0.47502081252106,1482.6282207238698
Dan Clack,-0.1,1,0.47502081252106,1482.6282207238698
Sven Carlier,-0.1,1,0.47502081252106,1482.6282207238698
Daniel Denman,-0.1,1,0.47502081252106,1482.6282207238698
Warren Green,-0.1,1,0.47502081252106,1482.6282207238698
Simon Kenny,-0.1,1,0.47502081252106,1482.6282207238698
Joe Sprinkle,-0.1,1,0.47502081252106,1482.6282207238698
Henk Boltje,-0.1,1,0.47502081252106,1482.6282207238698
Myron Albury,-0.1,1,0.47502081252106,1482.6282207238698
Qiad Yafei,-0.1,1,0.47502081252106,1482.6282207238698
Karl Mese,-0.1,1,0.47502081252106,1482.6282207238698
Stephen Conway,-0.1,1,0.47502081252106,1482.6282207238698
Stephen Cranny,-0.1,1,0.47502081252106,1482.6282207238698
Gary Anderson+Peter Johnstone,-0.1,1,0.47502081252106,1482.6282207238698
Gus Dessaules,-0.1,1,0.47502081252106,1482.6282207238698
Darren Butcher,-0.1,1,0.47502081252106,1482.6282207238698
Pat Griffin,-0.1,1,0.47502081252106,1482.6282207238698
Lee Gilreath,-0.1,1,0.47502081252106,1482.6282207238698
Gary Craig,-0.1,1,0.47502081252106,1482.6282207238698
Steve Barlow,-0.1,1,0.47502081252106,1482.6282207238698
Andrea Kaelin,-0.1,1,0.47502081252106,1482.6282207238698
Marcio Formiga,-0.1,1,0.47502081252106,1482.6282207238698
John Hampton,-0.1,1,0.47502081252106,1482.6282207238698
Keith Kennedy,-0.1,1,0.47502081252106,1482.6282207238698
Sandra Ferguson,-0.1,1,0.47502081252106,1482.6282207238698
Jerry A Lojitan,-0.1,1,0.47502081252106,1482.6282207238698
Erik Larsen,-0.1,1,0.47502081252106,1482.6282207238698
Marc Bartier,-0.1,1,0.47502081252106,1482.6282207238698
Costin Cavasi,-0.1,1,0.47502081252106,1482.6282207238698
Andy Bridgman,-0.1,1,0.47502081252106,1482.6282207238698
Scott Yates,-0.1,1,0.47502081252106,1482.6282207238698
Justin Mulholland,-0.1,1,0.47502081252106,1482.6282207238698
Robert Felek,-0.1,1,0.47502081252106,1482.6282207238698
Jan Pierre van Leeuwrik,-0.1,1,0.47502081252106,1482.6282207238698
Gareth Walsh,-0.1,1,0.47502081252106,1482.6282207238698
David Hoffman,-0.10000212561675995,1,0.47502028244319766,1482.6278514664182
Arnold Anderwald,-0.1000032993768795,4,0.47501998973558646,1482.6276475634008
Pat Graham,-0.1000097726123163,1,0.47501837546629316,1482.6265230472288
Dennise Almaraz,-0.10001367280201345,1,0.47501740285300015,1482.6258455148834
Colby Burke,-0.10003802722055702,1,0.475011329452387,1482.6216147190498
Nicolas Mieze,-0.1000537230207327,1,0.47500741530486423,1482.6188880792877
Hugh Rowlands,-0.10008325214815934,1,0.4750000514732005,1482.613758344449
Clive Rule,-0.10008683528735843,3,0.4749991579279336,1482.6131358894163
Kim Van Haaren,-0.10010388038874868,1,0.47499490730830357,1482.6101748520252
Pascal Ringenier,-0.1001061592592095,1,0.47499433901559507,1482.609778971679
Rebecca Byrne,-0.10011954111735265,1,0.47499100191962557,1482.6074543048192
Nelis Zijnstra,-0.10013804594878675,1,0.4749863872877492,1482.604239686347
Andrew McNicol,-0.10015216190061108,1,0.4749828671331165,1482.6017874943534
Debbie Davies,-0.10015687531866019,1,0.4749816917286682,1482.6009686897735
Mick Rodgers,-0.10015774022860449,27,0.47498147604254753,1482.600818439527
Jochen Graudenz,-0.10015885700488666,48,0.47498119754750473,1482.6006244356163
Stephen Mallams,-0.10015895258070714,42,0.4749811737133745,1482.6006078323958
Gary Ryce,-0.10016153743266204,1,0.4749805291183939,1482.6001587976195
Runar Gjosund,-0.10016549947450165,1,0.47497954108816687,1482.5994705204564
Darius Labanauskas+Mindaugas Barauskas,-0.10016787997526438,1,0.47497894745326064,1482.599056985118
Tiffany Bowie,-0.10016857360547135,3,0.47497877447996123,1482.5989364892096
Tony Lynch,-0.10016994759228237,1,0.47497843184347077,1482.5986978032536
Simon Bustin,-0.10017019921161818,1,0.47497836909617075,1482.598654092498
Tina Eggersen,-0.10018298473454933,1,0.47497518072124395,1482.596433019675
Michael Tafner,-0.10018799997195865,1,0.47497393005279875,1482.5955617837021
Rainer Leddin,-0.1001939478402897,1,0.47497244681111156,1482.594528533144
Kenny Simons,-0.10019693402814614,2,0.4749717021346867,1482.5940097791809
Harry Vanherpen,-0.1002222019043919,1,0.4749654009978049,1482.5896202994916
Tony Ryan,-0.10022726841658368,1,0.4749641375452581,1482.5887401561768
Vishnu,-0.10024979135525705,1,0.47495852093100915,1482.5848275209837
Dean McDonagh,-0.10026568846996593,1,0.47495455662260405,1482.5820659093054
Robert Fletcher,-0.10027386041995837,1,0.47495251876157674,1482.58064629619
Tom Cleary,-0.10027961275409208,1,0.4749510842871282,1482.5796470134012
Crispim Miranda,-0.1002842592619804,1,0.47494992557573396,1482.5788398323068
Craig Allen,-0.1003022531897102,1,0.47494543838712594,1482.5757139668983
John Downe,-0.10031072771809574,1,0.4749433250752029,1482.5742417905326
Carlo Roelants,-0.10032520421631137,1,0.47493971504083915,1482.5717269652157
Colin Richie,-0.10034299679702813,1,0.47493527807169733,1482.568636077366
John Blankenship,-0.10035038156480583,1,0.4749334365195024,1482.5673532118076
Daphne Camijn,-0.10036355844477357,1,0.4749301505800592,1482.565064153304
Bogdan Marinescu,-0.10036802240531323,1,0.4749290373956362,1482.5642886839323
Barry Berendsen,-0.10036955879922167,1,0.47492865426287917,1482.5640217849736
Fernando Berral,-0.10037001897586126,3,0.4749285395079748,1482.5639418441035
Syd Williams,-0.10037932961157017,1,0.4749262177020516,1482.562324421019
Andras Csoka,-0.10039329899138774,1,0.4749227341407905,1482.5598976911908
Gary Thorn,-0.1003958029243028,1,0.4749221097322474,1482.5594627134915
Enrico Mijares,-0.1003969530168418,1,0.4749218229324148,1482.5592629219543
Joshua Lloyd,-0.10040564880252617,62,0.4749196544553764,1482.5577523092588
Brett Morris,-0.10041040208219276,1,0.47491846912552677,1482.5569265800068
Niklas Klasila,-0.10041801785854472,1,0.4749165699727584,1482.5556035841487
Bart Peeters,-0.10042538929783254,1,0.4749147317512271,1482.5543230339863
Paul Wood,-0.10042547611221662,1,0.47491471010226094,1482.554307952783
Glen Baxter,-0.10042626499674517,1,0.4749145133775554,1482.554170909504
Ladislav Gazda,-0.10043410349401367,1,0.47491255868624516,1482.55280922306
Paul McGee,-0.1004395697724144,1,0.47491119555719663,1482.5518596332415
Robert McCoubey,-0.10044114519101599,2,0.47491080269420605,1482.5515859549994
Per Eklund,-0.10046249723695677,1,0.4749054781259992,1482.5478767247075
John Brindly,-0.10047292591269452,1,0.47490287752504784,1482.546065078177
Ryan Howard,-0.10048625912814645,1,0.4748995526204307,1482.5437488614184
Alan Jamieson,-0.1004927585650286,1,0.4748979318563307,1482.542619793589
Ali Powell,-0.10051460611331356,26,0.4748924837386898,1482.5388244857236
Jan Postma,-0.10051642901057077,1,0.4748920291635277,1482.5385078160357
Mario Giorni,-0.1005367773663246,1,0.4748869549049929,1482.5349729445877
K Carr,-0.10054206001914379,1,0.4748856375735473,1482.5340552538
Robbie Cooper,-0.10054238886208716,1,0.47488555557022366,1482.5339981279299
Mark Vink,-0.10056025840672692,1,0.4748810994570166,1482.5308938700773
Colin Miller,-0.10056271738542108,4,0.47488048626389606,1482.5304667017263
Morton del Mondelyon,-0.10056592063835873,1,0.4748796874719465,1482.5299102396962
Liam Bonner,-0.10058781207969983,1,0.47487422842877186,1482.5261073068261
Gerome Vardaro,-0.10059932403162425,1,0.47487135770916694,1482.5241074759474
Andrew Drummond,-0.10061250383037726,1,0.4748680710829335,1482.521817910399
Frank Mennen,-0.10061910416668521,1,0.47486642516799343,1482.520671314544
Tim Arens,-0.10062485135652177,1,0.4748649920012215,1482.519672925411
Wander van de Land,-0.10063235238332086,1,0.47486312148378784,1482.5183698635922
John Donnellan,-0.10066086237045745,1,0.4748560120064955,1482.5134171715551
Stacey Thame,-0.10066155327480693,1,0.47485583971721473,1482.5132971491764
Carl Yeowell,-0.10066529539594388,1,0.47485490655289503,1482.5126470761522
Enrico Pietrarelli,-0.10068679001034353,3,0.4748495464927153,1482.5089130791825
David Hall Sr,-0.10069461495009757,1,0.4748475952077898,1482.50755374792
Joze Vavtar,-0.10076207908635704,1,0.4748307718830236,1482.4958340270784
Doriana Epuran,-0.10079321380129924,1,0.47482300793390475,1482.4904253731204
Gary Phipps,-0.10079716348247428,1,0.47482202301733645,1482.4897392432247
Nikolay Krustev,-0.10080539653784178,1,0.47481996997310527,1482.4883090150186
Stevan Djokic,-0.10082247726823793,1,0.47481571062210065,1482.4853417882352
Sean Boussen,-0.10082318090150738,7,0.47481553516006464,1482.4852195546168
Stuart McGaully,-0.10083156376227703,1,0.474813444762204,1482.4837633025468
Gerd Patzel,-0.10083317439877723,3,0.4748130431248227,1482.483483506329
Roman Gebhardt,-0.10084699996080815,1,0.4748095955062142,1482.4810817602095
Gere Foxe,-0.10085096942490235,1,0.4748086056591388,1482.4803921936686
Steve Jones,-0.1008570584071094,1,0.47480708727792675,1482.4793344291193
Griffin Smith,-0.10086817993949355,1,0.47480431395425365,1482.4774024210615
Lyle Herrick,-0.10088461742697677,1,0.474800215018969,1482.4745469370173
Veronica House,-0.10089450974969726,1,0.47479774822081733,1482.4728284645491
Stephen Andrew,-0.10094466612634304,1,0.4747852409994661,1482.4641154095052
Harry Sykes,-0.10094758101284229,60,0.4747845141311332,1482.4636090418564
Tobias Seibert,-0.10096587127604573,1,0.4747799531967644,1482.4604316977038
Scott Sampson,-0.10097895469432497,1,0.4747766906649893,1482.4581588751585
Tinus Grobelaar,-0.10098040496609029,1,0.47477632901974626,1482.4579069371484
Joey Beecroft,-0.10098255617324024,1,0.4747757925866582,1482.4575332341906
Jerry van der Made,-0.10100614799887538,1,0.4747699096443006,1482.4534349143141
Randall van Tol,-0.10102417734426905,1,0.47476541378671167,1482.4503028962274
Mark Strong,-0.10102740664595405,2,0.47476460851772484,1482.4497419090665
Thomas Baugh,-0.1010346485990193,1,0.4747628026416452,1482.4484838529647
Rodney Connor,-0.10103639692105942,1,0.4747623666746888,1482.4481801383188
Paul Coray,-0.10104432668257782,1,0.47476038928547254,1482.4468025976507
Trevor Hobbs,-0.10107869184950231,1,0.47475181989309045,1482.4408327567048
Jan Nolle,-0.10107922046189843,1,0.4747516880769681,1482.440740927326
Kirsten Dahl,-0.10110321586608598,1,0.47474570452607096,1482.4365724986742
Karek Kubowicz,-0.10110375619784003,1,0.47474556978774685,1482.4364786334345
Andre Borremans,-0.10111580826574026,2,0.47474256445832963,1482.4343849748007
Eduardas Grigas,-0.10111974921863284,3,0.47474158173428804,1482.433700361163
John Kennedy,-0.10112291375870251,1,0.4747407926182713,1482.4331506242468
Alexandros Kaliorakis,-0.10113324405992152,1,0.47473821663465565,1482.4313560671205
William Visscher,-0.1011458174507879,1,0.47473508131174114,1482.4291718454117
Tony Spate,-0.10114871139988593,1,0.4747343596717738,1482.428669114962
Mickey Booth,-0.10115484016461534,2,0.47473283139314076,1482.4276044394808
Hans-Peter Bulow,-0.10115754320705195,5,0.4747321573582806,1482.427134872915
Mike Dunne,-0.10115848910765313,1,0.47473192148705934,1482.4269705531503
Ashley Portain,-0.1011782403382036,1,0.47472699629256243,1482.4235394129748
James Kinsella,-0.10118663505805814,1,0.47472490297495795,1482.4220811007708
AJ Daly,-0.10119991697145399,1,0.4747215909826127,1482.4197737960922
Norbert Keszi,-0.10120386121795183,1,0.4747206074414518,1482.4190886102965
Oliver Erckmann,-0.10120498356689951,1,0.4747203275714573,1482.4188936383146
Gianluca Plado,-0.10123210784214459,1,0.47471356384137353,1482.4141816690887
Ian Hannah,-0.10123501668583926,1,0.47471283849042906,1482.4136763511826
Marco van Vliet,-0.1012424744796443,1,0.4747109788111442,1482.412380799704
Kevin Locke,-0.1012452915737937,1,0.47471027633928603,1482.4118914203264
John Pelling,-0.10124753279270085,1,0.47470971746800755,1482.4115020807246
Tokuyo Takayama,-0.10124920232463373,1,0.47470930115287185,1482.4112120533223
Veleda Gaiga,-0.10126146921514252,1,0.47470624227733543,1482.409081076179
Benno Zwakhoven,-0.10126174722152136,1,0.47470617295360246,1482.4090327815245
Harry Bailey,-0.10127604187449371,1,0.47470260843704837,1482.406549545962
Trevor Gallagher,-0.10127864799459188,1,0.47470195857487396,1482.4060968165309
Wolfgang Angeli,-0.10129008941772165,1,0.4746991055423241,1482.4041092377586
Brian Dickson,-0.1012918460212166,1,0.4746986675159337,1482.4038040844766
Joan Casey,-0.10129625208184181,1,0.47469756882147235,1482.4030386733502
Dominic Begley,-0.10131685742237073,1,0.47469243068082645,1482.3994591590742
Richard Cantwell,-0.10132085122500455,1,0.47469143478819165,1482.398765364496
David Reese,-0.10132788373282825,1,0.4746896811660342,1482.3975436927594
Paul Forshaw,-0.10133617376332126,1,0.4746876139695397,1482.3961035669602
Olivier Spreutels,-0.10134753182317342,1,0.47468478173269174,1482.3941304698726
Michael Chandler,-0.10134802182861345,1,0.4746846595453582,1482.3940453472092
Mike Kuijper,-0.10135907193777349,1,0.47468190410048344,1482.392125746636
Danny Derose,-0.10137742383063215,1,0.4746773278930682,1482.3889376963157
Noreen Harris,-0.10137824797897532,1,0.4746771223844617,1482.3887945270847
Christian Block,-0.10140380699490847,1,0.47467074902427503,1482.3843544712515
Mick Pitchford,-0.10140840637332989,1,0.4746696021306308,1482.383555477384
Dave Holt,-0.101427677507989,1,0.4746647967142319,1482.380207738407
Mark Metero,-0.10142891870832992,1,0.4746644872108488,1482.3799921198236
Radin Pavlik,-0.10143429903487051,1,0.47466314558296474,1482.3790574613727
Kenneth Greenall,-0.10145159382913241,4,0.47465883298878936,1482.3760530478871
Drea Boerema,-0.10148061780783504,1,0.47465159563790343,1482.3710110663696
Daniel Pree,-0.10148693427774812,1,0.47465002057927214,1482.3699137831584
Rodney Spencer,-0.10148746789242853,1,0.47464988751851594,1482.369821084794
Stan Willems,-0.10149074879665275,1,0.47464906940092955,1482.3692511333538
Ross Paterson,-0.10149355548265011,1,0.474648369533252,1482.3687635620574
Tony Fulford,-0.10152676058439172,1,0.47464008960587795,1482.3629952450744
Darin Young+Bill Davis,-0.10154083557010785,5,0.4746365799126776,1482.3605501696227
Stephen Padget,-0.10155770107853243,36,0.4746323743870041,1482.3576203307255
Kris Poelmans,-0.10156531110371522,3,0.474630476778251,1482.3562983339477
Ruben Verbaas,-0.10156680597126054,1,0.47463010402349454,1482.3560386488573
Harry Grantham,-0.10156789952799401,1,0.47462983133816644,1482.3558486785953
Lajos Vereczkey,-0.10157142633561947,1,0.47462895190635246,1482.355236009359
Barbara Kuntner,-0.10158149171535387,1,0.4746264420410449,1482.3534874738084
Andrew Tompkins,-0.10158652465929713,1,0.4746251870455165,1482.3526131618955
Fabrice Grisez,-0.1015964916587135,1,0.47462270171385385,1482.3508817167565
Chloe Sutherland,-0.10160905458531476,1,0.47461956907381836,1482.3486993128765
Andrew Quinn,-0.10161886189571265,4,0.47461712356436614,1482.3469956085614
William Hellman,-0.10162107481452254,1,0.4746165717604571,1482.34661118519
Albert Keating,-0.10162735309457722,1,0.47461500623590447,1482.3455205362368
Jonathan Everson,-0.10164093416690645,1,0.4746116197206043,1482.3431612623283
Owen Thomas,-0.10164561586135985,1,0.4746104523148089,1482.3423479687015
Gradus Heeneman,-0.10164567999431591,1,0.47461043632291183,1482.342336827666
Colin Martin,-0.10165032046127771,1,0.47460927919769175,1482.341530695988
Sara Lemmens,-0.10165278737950492,1,0.4746086640585677,1482.3411021483987
Andrew Little,-0.10165682065753114,3,0.4746076583394989,1482.3404014962423
Michal Kocik+Pavel Drtil,-0.1016764541615058,1,0.47460276262506046,1482.3369908072677
Sergio Bongiovanni,-0.1016897007231084,3,0.4745994595300638,1482.3346896438243
Raymond Schonewille,-0.10169080392278965,1,0.4745991844419218,1482.3344979984108
Alexei Boris,-0.10170627795335717,1,0.4745953259196633,1482.3318098839754
Liam Gallacher,-0.10170800183810509,1,0.47459489606108596,1482.331510414522
Massimo Alfieri,-0.10171085874375761,1,0.47459418367862655,1482.331014119178
Kristjan Thorsteinsson,-0.10173556791999863,1,0.4745880223371083,1482.3267216956203
Trevor Holtby,-0.10174068786803442,1,0.4745867456565671,1482.3258322695485
Marcel Ter steege,-0.10174132102640299,1,0.4745865877758925,1482.3257222786744
Alex Devany,-0.10175916929875117,1,0.47458213723697956,1482.3226217161973
Priscilla Koegler Jouvenaar,-0.10177842730921333,1,0.47457733517869427,1482.319276257127
Michael J O Sullivan,-0.10178646046409692,1,0.4745753320823059,1482.3178807551917
Pavel Kodera,-0.1017969248235673,8,0.47457272275743834,1482.3160629097617
Bernd Frick,-0.10179982858866184,1,0.47457199869363703,1482.315558474099
Dick Eklof,-0.10181401403737121,1,0.4745684615048092,1482.3130942092598
Rey Sevilla,-0.10182815012157137,1,0.47456493662772475,1482.3106385199142
Sarah Goodwin,-0.10183393257217005,1,0.4745634947561999,1482.3096340053594
John Ross Crangle,-0.10185522133699615,1,0.4745581863420353,1482.3059357681234
Whit Whitley,-0.10187227263802955,1,0.474553934555688,1482.302973653744
Simon Hopkins,-0.10187948620122034,1,0.4745521358360188,1482.3017205294686
Iain Runcie,-0.10188859631252903,1,0.4745498642083699,1482.3001379410402
Donagh McCarthy,-0.10189680901435146,1,0.4745478163527866,1482.298711248607
Mandy Fleck,-0.10190203571750232,1,0.47454651306310186,1482.2978032772724
Ursula Binder,-0.1019114793630954,1,0.47454415827061874,1482.2961627480042
Patrick Raassens,-0.10191237528071438,1,0.4745439348717736,1482.296007111173
Lynn Howard,-0.10192599152645956,1,0.47454053963499465,1482.2936417270164
Tony Callagni,-0.10193221836401123,1,0.4745389869619901,1482.292560014541
Dennis Kaulen,-0.10193536180608283,1,0.47453820313931266,1482.2920139427226
Stefaan Hendrycks,-0.1019402644216934,1,0.4745369806639435,1482.2911622711601
Nico Vermeulen,-0.10195078835417447,1,0.4745343565048797,1482.2893340768383
Gamze Erarslan,-0.10195291518024707,1,0.4745338261776349,1482.2889646093074
Gary Porter,-0.10195594072233699,1,0.47453307175431325,1482.2884390188135
Jim Hennah,-0.10196003489266217,2,0.4745320508671717,1482.2877277885816
Eric Blackledge,-0.10196809742922071,1,0.4745300404629387,1482.2863271825265
Jayne Conboy,-0.10197123700254349,2,0.4745292576063708,1482.2857817827787
Algirdas Dobrovolskis,-0.10197166086037784,1,0.4745291519168949,1482.2857081511313
Martijn Meinen,-0.10197550402310405,1,0.4745281936196131,1482.2850405253853
Scott Lawrie,-0.10198333534204561,3,0.47452624087132816,1482.2836800859443
Benny Stevens,-0.10198577285396065,1,0.47452563307511897,1482.2832566467546
Saskia Jonkman,-0.101995714382279,1,0.4745231541451561,1482.2815296263984
Neil Brunton,-0.10199607405157812,5,0.4745230644612825,1482.2814671454416
Raphael Schoning,-0.10200623709899914,1,0.47452053029665575,1482.279701643276
Halle Camp,-0.10200884458398905,1,0.4745198801182395,1482.279248676739
Andy Mallett,-0.10201254049478958,1,0.4745189585401464,1482.2786066312724
Alexei Juravlev,-0.10201506573637416,3,0.4745183288693884,1482.278167951878
Scott Bennett,-0.10201568142232503,1,0.4745181753476775,1482.2780609962738
Christian Bachmeier,-0.10201587514573925,1,0.4745181270426134,1482.2780273430697
Kevin Langley,-0.10201805588272471,1,0.47451758327440613,1482.277648510254
Algirdas Makauskas,-0.10202600205866118,1,0.47451560189070086,1482.2762681181096
Jan Siemon,-0.10203024628837234,1,0.47451454358982187,1482.275530819892
Jason Buitenhuis,-0.10205560731092263,1,0.4745082198104714,1482.2711251590324
Francisco Sebastian Tendero,-0.10206243124537354,1,0.4745065182615578,1482.2699397202016
Rene Vonau,-0.10206791853931763,1,0.47450515000455207,1482.2689864796096
Necmi Cebe,-0.10207409138991858,1,0.4745036108044191,1482.267914145628
Ken Smith,-0.10207602178320048,1,0.4745031294610051,1482.267578801968
Philipp Perstaller,-0.1020781705727547,1,0.4745025936605533,1482.2672055189894
Stanley Naidoo,-0.1020833716348502,1,0.4745012967765041,1482.2663020019622
Arthur Noyes,-0.10208710019255457,1,0.47450036706141446,1482.2656542851478
Peter Wanjie,-0.10208928005384546,1,0.474499823513536,1482.2652756044556
Tam Hamilton,-0.1020923175955471,1,0.4744990661033581,1482.2647479294158
Per Laursen+Alex Brian Jensen,-0.10209937965305325,1,0.474497305181738,1482.2635211243735
Jack Devreis,-0.10211338288109492,3,0.47449381348349823,1482.2610885145066
Mick Whittiker,-0.10212387685275735,1,0.47449119681829943,1482.259265524912
John Diorio,-0.10212664736291457,1,0.4744905059935772,1482.2587842380028
Elin Aasestrand,-0.10213198028145509,1,0.4744891762344359,1482.257857815165
Catharinus Gerrits,-0.10213990161352089,1,0.47448720105703845,1482.2564817388427
Jan Herrmann,-0.10214738978080443,8,0.47448533388964415,1482.2551809109505
Samantha Raaphorst,-0.10215895563315538,1,0.47448244995675637,1482.2531717166087
Richard Hubbard,-0.10216172027942827,1,0.4744817605954235,1482.2526914483603
Louise Davies,-0.1021644483037735,1,0.4744810803658209,1482.2522175419924
Geordie Bain,-0.10216885019982525,1,0.4744799827585131,1482.2514528543263
Alivia Farrell,-0.10218128144704913,1,0.4744768830438048,1482.2492933254973
Ian Knight,-0.10220425213787168,1,0.4744711553382432,1482.2453029077894
Arwel Morris,-0.10222599475386407,1,0.47446573385739366,1482.2415258285305
Ed Dailey,-0.10223265473428622,1,0.47446407320486944,1482.2403688714317
Tam Rae,-0.10224564630548963,1,0.4744608337847333,1482.2381120043576
Daniel Bent,-0.10224790410540888,2,0.4744602708074337,1482.2377197843393
Quinn Williams,-0.10225145764887311,1,0.47445938473954546,1482.2371024706122
Dave Dwyer,-0.10226474046916573,1,0.47445607270028556,1482.2347950083893
Peter Urscheler,-0.10227072511145181,1,0.47445458044487465,1482.2337553695409
Ian Bingham,-0.10231001399204039,1,0.47444478387324546,1482.226930191925
Odwin Tuinstra,-0.10231632404384668,1,0.4744432104814473,1482.2258340236529
Sacha Mangliers,-0.1023234553022082,1,0.4744414323249587,1482.2245951971909
Christian Papai,-0.1023375762715912,1,0.4744379113082713,1482.222142133558
Sam van de Reijden,-0.10235258547580522,1,0.4744341688159736,1482.2195347677307
Danny Mazereeuw,-0.10235513584202725,1,0.4744335328914088,1482.21909172374
Steve Luby,-0.10236064785919648,1,0.4744321584902085,1482.2181341882836
Pieter Otten,-0.10236116381149507,6,0.474432029839421,1482.2180445581891
Palvinder Upal,-0.10236186373280626,1,0.47443185531664966,1482.2179229694038
Mark Agar,-0.1023747220603318,2,0.4744286491416972,1482.2156892491275
Lexi-Jayne Rooksby,-0.10237777402978646,2,0.4744278881450574,1482.2151590677304
Georg Vargyas,-0.10238414237469523,1,0.474426300223559,1482.214052772909
Roger Rubais,-0.10238870766427235,1,0.4744251618870616,1482.2132597008806
Steve Hanley,-0.10240260753448621,1,0.47442169601226086,1482.2108450461074
Alain Landuydt,-0.10241505806350162,1,0.4744185915267498,1482.208682167688
Daryl Montgomery,-0.10241560427839508,1,0.47441845533047594,1482.2085872804423
Stephen Butler,-0.1024252052576744,1,0.47441606136927317,1482.2069194195137
Gert Cloostermans,-0.10242973579171824,1,0.47441493170129945,1482.2061323851394
Rick van Roosmalen,-0.10243606697179382,1,0.47441335305089954,1482.2050325465111
Jorg Mud,-0.10244208867358395,1,0.4744118515679501,1482.2039864697676
Richard Walker,-0.10246254482464401,1,0.4744067509265883,1482.200432872357
Daryt Ramo,-0.10246869023338219,1,0.4744052185999761,1482.1993653055154
Anouk Lokum,-0.10247059054520408,1,0.4744047447669243,1482.1990351875402
Geir Tollerud,-0.10248658276276207,1,0.4744007571909421,1482.1962570548046
Jermaine Heijmans,-0.10250156889832344,3,0.4743970204792181,1482.1936536964129
Danny McDaid,-0.10251598532004387,1,0.47439342582526045,1482.1911493074522
Matthew Wright,-0.1025291012232032,1,0.4743901554506227,1482.1888708417052
Weber,-0.10254725293965841,1,0.4743856294286728,1482.1857175655878
Brett Chapin,-0.10255102577680858,1,0.4743846886948195,1482.1850621566455
Daniel Johnson,-0.10255529907245695,3,0.47438362317492205,1482.1843198091576
Danny Burger,-0.10256699754297771,1,0.4743807062346879,1482.1822875766802
Jamie McNair,-0.1025803418822058,1,0.47437737890955173,1482.1799694275237
Luke Hughes,-0.10258178010797572,1,0.47437702029734446,1482.1797195821173
George Henderson,-0.10259073258326544,1,0.47437478805666616,1482.1781643778702
Roelie Bakker,-0.10259887232266829,1,0.47437275846721083,1482.1767503603076
Jason Gouvea,-0.1025995201531102,5,0.4743725969350693,1482.176637820633
Colin Millar,-0.10260519370736959,1,0.4743711822728951,1482.17565222331
Adrian Hughes,-0.10260640852288146,1,0.47437087936696143,1482.1754411882407
Rene Turmel,-0.10260894260308812,1,0.474370247511466,1482.1750009734205
Kelly Doyle,-0.10261102755678825,1,0.47436972764264196,1482.1746387798657
Joyce Janssens,-0.10263810665680265,1,0.4743629756608799,1482.1699346583812
Jose Antonio Corrales,-0.10264359463586614,1,0.4743616072733193,1482.1689812987715
Kieran Cresser,-0.1026634550639075,1,0.47435665522362985,1482.165531189049
Mark Walker,-0.1026652683019616,1,0.4743562031064884,1482.1652161973366
John McCreery,-0.10267210900984747,1,0.4743544974282952,1482.1640278446616
Soren Krang,-0.1026730804473795,1,0.47435425520782476,1482.1638590886778
Manuel Lacher,-0.10267541976286268,1,0.47435367191756667,1482.1634527079555
