Event,EventDate,EventURL,Round,Player1,Player1Avg,Player2,Player2Avg,ScoreRaw,Player1Score,Player2Score,Winner
PDC World Championship,2008-01-01,https://www.dartsdatabase.co.uk/display-event.php?eid=425&tna=PDC World Championship&eda=01/01/2008,Last 64,Andy Hamilton,90.2,Leroy Kwadijk,74.17,3 V 1,3.0,1.0,Andy Hamilton
PDC World Championship,2008-01-01,https://www.dartsdatabase.co.uk/display-event.php?eid=425&tna=PDC World Championship&eda=01/01/2008,Last 64,Tony Eccles,91.17,Wayne Jones,83.71,3 V 0,3.0,0.0,Tony Eccles
PDC World Championship,2008-01-01,https://www.dartsdatabase.co.uk/display-event.php?eid=425&tna=PDC World Championship&eda=01/01/2008,Last 64,Andy Jenkins,86.8,Miloslav Navratil,83.12,3 V 2,3.0,2.0,Andy Jenkins
PDC World Championship,2008-01-01,https://www.dartsdatabase.co.uk/display-event.php?eid=425&tna=PDC World Championship&eda=01/01/2008,Last 64,Kevin Painter,96.45,Gary Mawson,83.86,3 V 0,3.0,0.0,Kevin Painter
PDC World Championship,2008-01-01,https://www.dartsdatabase.co.uk/display-event.php?eid=425&tna=PDC World Championship&eda=01/01/2008,Last 64,Chris Mason,84.72,Steve Brown,77.61,3 V 1,3.0,1.0,Chris Mason
PDC World Championship,2008-01-01,https://www.dartsdatabase.co.uk/display-event.php?eid=425&tna=PDC World Championship&eda=01/01/2008,Last 64,Kirk Shepherd,79.09,Terry Jenkins,83.62,3 V 2,3.0,2.0,Kirk Shepherd
PDC World Championship,2008-01-01,https://www.dartsdatabase.co.uk/display-event.php?eid=425&tna=PDC World Championship&eda=01/01/2008,Last 64,Phil Taylor,91.11,Michael van Gerwen,85.99,3 V 2,3.0,2.0,Phil Taylor
PDC World Championship,2008-01-01,https://www.dartsdatabase.co.uk/display-event.php?eid=425&tna=PDC World Championship&eda=01/01/2008,Last 64,Alex Roy,86.41,Warren Parry,83.56,3 V 2,3.0,2.0,Alex Roy
PDC World Championship,2008-01-01,https://www.dartsdatabase.co.uk/display-event.php?eid=425&tna=PDC World Championship&eda=01/01/2008,Last 64,Barrie Bates,82.99,Gerry Convery,79.5,3 V 0,3.0,0.0,Barrie Bates
PDC World Championship,2008-01-01,https://www.dartsdatabase.co.uk/display-event.php?eid=425&tna=PDC World Championship&eda=01/01/2008,Last 64,Mick McGowan,86.66,Jacko Barry,87.75,3 V 0,3.0,0.0,Mick McGowan
